date_time,seedling_ID,photo_ID,m
2022-07-07 14:32:30,3619,2022_0707_142424_002_CALIBRATED.tif,0.1067259492
2022-07-07 14:38:57,3621,2022_0707_143032_004_CALIBRATED.tif,0.06427063518
2022-07-07 14:43:58,4063,2022_0707_143553_006_CALIBRATED.tif,0.09777132892
2022-07-07 14:48:34,3327,2022_0707_144018_008_CALIBRATED.tif,0.07121751934
2022-07-07 14:51:12,4311,2022_0707_144246_010_CALIBRATED.tif,0.07972376734
2022-07-07 14:54:01,4367,2022_0707_144602_012_CALIBRATED.tif,0.09854457595
2022-07-07 14:57:59,3614,2022_0707_145001_014_CALIBRATED.tif,0.1046706778
2022-07-07 15:00:41,4410,2022_0707_145244_016_CALIBRATED.tif,0.1006140781
2022-07-07 15:01:29,3261,2022_0707_145504_018_CALIBRATED.tif,0.09174640944
2022-07-11 11:05:22,3856,2022_0711_105630_002_CALIBRATED.tif,0.06477612456
2022-07-11 11:10:01,4013,2022_0711_110117_004_CALIBRATED.tif,0.1130207842
2022-07-11 11:13:16,3640,2022_0711_110432_006_CALIBRATED.tif,0.109503341
2022-07-11 11:16:07,3599,2022_0711_110653_008_CALIBRATED.tif,0.1032355312
2022-07-11 11:18:37,3849,2022_0711_110958_010_CALIBRATED.tif,0.1062979229
2022-07-11 11:21:00,3817,2022_0711_111222_012_CALIBRATED.tif,0.1038676828
2022-07-11 11:23:19,4378,2022_0711_111434_014_CALIBRATED.tif,0.1065599185
2022-07-11 11:26:12,4089,2022_0711_111713_016_CALIBRATED.tif,0.1116862382
2022-07-11 11:28:47,3825,2022_0711_112011_018_CALIBRATED.tif,0.1022103121
2022-07-11 11:29:35,3338,2022_0711_112226_020_CALIBRATED.tif,0.1035231853
2022-07-11 11:34:03,3752,2022_0711_112518_022_CALIBRATED.tif,0.1064667253
2022-07-11 11:36:11,3739,2022_0711_112727_024_CALIBRATED.tif,0.06999419409
2022-07-11 11:39:15,3151,2022_0711_113030_026_CALIBRATED.tif,0.1070364139
2022-07-11 11:47:04,3191,2022_0711_113742_028_CALIBRATED.tif,0.1021252946
2022-07-11 11:49:56,3785,2022_0711_114109_030_CALIBRATED.tif,0.1012130334
2022-07-11 11:57:36,3777,2022_0711_114350_032_CALIBRATED.tif,0.1123702994
2022-07-11 11:57:36,3280,2022_0711_114548_034_CALIBRATED.tif,0.08046634955
