"","date_time","seedling_ID","photo_ID","m"
"1",2022-09-19 11:52:30,3327,"2022_0919_113541_002_CALIBRATED.tif",0.0673240590827269
"2",2022-09-19 11:57:11,4311,"2022_0919_113731_004_CALIBRATED.tif",0.0658847479116513
"3",2022-09-19 11:59:07,3619,"2022_0919_113933_006_CALIBRATED.tif",0.119093243703888
"4",2022-09-19 12:01:06,3621,"2022_0919_114133_008_CALIBRATED.tif",0.0764520414117397
"5",2022-09-19 12:02:45,4063,"2022_0919_114310_010_CALIBRATED.tif",0.118840885743261
"6",2022-09-19 12:04:05,4379,"2022_0919_114428_012_CALIBRATED.tif",0.100323388942058
"7",2022-09-19 12:06:21,4367,"2022_0919_114643_014_CALIBRATED.tif",0.12689991048422
"8",2022-09-19 12:08:36,3614,"2022_0919_114859_016_CALIBRATED.tif",0.120110103565687
"9",2022-09-19 12:10:33,4410,"2022_0919_115054_018_CALIBRATED.tif",0.118799206990965
"10",2022-09-19 12:12:36,3261,"2022_0919_115300_020_CALIBRATED.tif",0.106094845620025
"11",2022-09-19 12:14:36,3856,"2022_0919_115459_022_CALIBRATED.tif",0.0658373124694651
"12",2022-09-19 12:16:43,4013,"2022_0919_115707_024_CALIBRATED.tif",0.11360895208301
"13",2022-09-19 12:19:05,3640,"2022_0919_115928_026_CALIBRATED.tif",0.114096297943288
"14",2022-09-19 12:20:38,3599,"2022_0919_120104_028_CALIBRATED.tif",0.104182439082907
"15",2022-09-19 12:22:48,3849,"2022_0919_120312_030_CALIBRATED.tif",0.106196986424174
"16",2022-09-19 12:27:34,3817,"2022_0919_120801_032_CALIBRATED.tif",0.10766006340241
"17",2022-09-19 12:29:14,4378,"2022_0919_120940_034_CALIBRATED.tif",0.117388676070172
"18",2022-09-19 12:31:09,4089,"2022_0919_121134_036_CALIBRATED.tif",0.112541069879141
"19",2022-09-19 12:33:00,3825,"2022_0919_121325_038_CALIBRATED.tif",0.108751821316083
"20",2022-09-19 12:34:59,3338,"2022_0919_121522_040_CALIBRATED.tif",0.111039214488745
"21",2022-09-19 12:37:05,3752,"2022_0919_121724_042_CALIBRATED.tif",0.119282811762759
"22",2022-09-19 12:38:37,3739,"2022_0919_121902_044_CALIBRATED.tif",0.0645438998753584
"23",2022-09-19 12:41:02,3151,"2022_0919_122055_046_CALIBRATED.tif",0.116712174730014
"24",2022-09-19 12:42:30,3191,"2022_0919_122254_048_CALIBRATED.tif",0.117861708176513
"25",2022-09-19 12:44:32,3785,"2022_0919_122457_050_CALIBRATED.tif",0.123422389433361
"26",2022-09-19 12:46:14,3777,"2022_0919_122631_052_CALIBRATED.tif",0.128466676226741
"27",2022-09-19 12:47:48,3260,"2022_0919_122815_054_CALIBRATED.tif",0.0785283419996117
"28",2022-09-19 12:49:15,4400,"2022_0919_122940_056_CALIBRATED.tif",0.115279161699182
"29",2022-09-19 12:51:00,3799,"2022_0919_123124_058_CALIBRATED.tif",0.119291207390102
"30",2022-09-19 12:53:01,3679,"2022_0919_123325_060_CALIBRATED.tif",0.13616274213894
"31",2022-09-19 12:55:44,3600,"2022_0919_123607_062_CALIBRATED.tif",0.0984168865076501
"32",2022-09-19 12:57:12,3046,"2022_0919_123737_064_CALIBRATED.tif",0.114959271224432
"33",2022-09-19 12:59:02,4061,"2022_0919_123928_066_CALIBRATED.tif",0.113154651035256
"34",2022-09-19 13:00:41,3483,"2022_0919_124106_068_CALIBRATED.tif",0.118949811837996
"35",2022-09-19 13:02:37,3118,"2022_0919_124301_070_CALIBRATED.tif",0.0815325479131272
"36",2022-09-19 13:06:22,3136,"2022_0919_124437_072_CALIBRATED.tif",0.106738856409001
"37",2022-09-19 13:06:26,3000,"2022_0919_124648_074_CALIBRATED.tif",0.106286464820153
"38",2022-09-19 13:08:26,4014,"2022_0919_124851_076_CALIBRATED.tif",0.116498980173546
"39",2022-09-19 13:09:54,4029,"2022_0919_125019_078_CALIBRATED.tif",0.117219538776295
"40",2022-09-19 13:11:20,4056,"2022_0919_125146_080_CALIBRATED.tif",0.10031129349514
"41",2022-09-19 13:13:19,4159,"2022_0919_125344_082_CALIBRATED.tif",0.112808158064364
"42",2022-09-19 13:18:05,3114,"2022_0919_125828_084_CALIBRATED.tif",0.112136171121245
"43",2022-09-19 13:19:31,3837,"2022_0919_125954_086_CALIBRATED.tif",0.102798139083909
"44",2022-09-19 13:21:00,3587,"2022_0919_130123_088_CALIBRATED.tif",0.117106840694198
"45",2022-09-19 13:56:41,3383,"2022_0919_133657_002_CALIBRATED.tif",0.130409533314476
"46",2022-09-19 13:58:15,4407,"2022_0919_133839_004_CALIBRATED.tif",0.121499865506034
"47",2022-09-19 13:59:38,3335,"2022_0919_134001_006_CALIBRATED.tif",0.117027053707047
"48",2022-09-19 14:01:41,3905,"2022_0919_134113_008_CALIBRATED.tif",0.120950645051274
"49",2022-09-19 14:03:15,3135,"2022_0919_134330_010_CALIBRATED.tif",0.114132429042699
"50",2022-09-19 14:04:43,3132,"2022_0919_134507_012_CALIBRATED.tif",0.0946276543129708
"51",2022-09-19 14:06:56,4280,"2022_0919_134717_014_CALIBRATED.tif",0.102933795668522
"52",2022-09-19 14:08:18,4079,"2022_0919_134842_016_CALIBRATED.tif",0.113325628874983
"53",2022-09-19 14:09:48,3272,"2022_0919_135011_018_CALIBRATED.tif",0.114062910885031
"54",2022-09-19 14:11:07,4293,"2022_0919_135131_020_CALIBRATED.tif",0.120912856344234
"55",2022-09-19 14:13:39,4195,"2022_0919_135403_022_CALIBRATED.tif",0.104758993258025
"56",2022-09-19 14:15:25,3008,"2022_0919_135547_024_CALIBRATED.tif",0.116789772279287
"57",2022-09-19 14:16:50,3532,"2022_0919_135716_026_CALIBRATED.tif",0.0648935144170834
"58",2022-09-19 14:19:01,4228,"2022_0919_135923_028_CALIBRATED.tif",0.0948086364865404
"59",2022-09-19 14:20:33,4255,"2022_0919_140058_030_CALIBRATED.tif",0.0887625434424319
"60",2022-09-19 14:22:59,3584,"2022_0919_140320_032_CALIBRATED.tif",0.11556198432849
"61",2022-09-19 14:25:08,3250,"2022_0919_140529_034_CALIBRATED.tif",0.0693606812461315
"62",2022-09-19 14:26:31,3438,"2022_0919_140651_036_CALIBRATED.tif",0.0601494031296315
"63",2022-09-19 14:27:49,3254,"2022_0919_140812_038_CALIBRATED.tif",0.101285888290218
"64",2022-09-19 14:29:29,4253,"2022_0919_140948_040_CALIBRATED.tif",0.0963794107134221
"65",2022-09-19 14:31:39,4399,"2022_0919_141200_042_CALIBRATED.tif",0.100030146862198
"66",2022-09-19 14:33:08,4227,"2022_0919_141332_044_CALIBRATED.tif",0.0992820069793976
"67",2022-09-19 14:34:39,4133,"2022_0919_141502_046_CALIBRATED.tif",0.0928822206493632
"68",2022-09-19 14:35:54,3850,"2022_0919_141618_048_CALIBRATED.tif",0.0700398755130073
"69",2022-09-19 14:38:14,3626,"2022_0919_141837_050_CALIBRATED.tif",0.116382539600565
"70",2022-09-19 14:39:41,3629,"2022_0919_142004_052_CALIBRATED.tif",0.153690254407705
"71",2022-09-19 14:41:52,3623,"2022_0919_142213_054_CALIBRATED.tif",0.113358396770953
"72",2022-09-19 14:43:23,3746,"2022_0919_142343_056_CALIBRATED.tif",0.0875013605543215
"73",2022-09-19 14:45:42,3549,"2022_0919_142536_058_CALIBRATED.tif",0.129049003462945
"74",2022-09-19 14:46:59,4221,"2022_0919_142722_060_CALIBRATED.tif",0.0984172939160902
"75",2022-09-19 14:48:35,4316,"2022_0919_142856_062_CALIBRATED.tif",0.0967594888462821
"76",2022-09-19 14:50:08,3885,"2022_0919_143029_064_CALIBRATED.tif",0.111884643195685
"77",2022-09-19 14:51:52,3542,"2022_0919_143211_066_CALIBRATED.tif",0.12791390218487
"78",2022-09-19 14:53:07,3844,"2022_0919_143331_068_CALIBRATED.tif",0.104432373241014
"79",2022-09-19 14:54:41,3839,"2022_0919_143500_070_CALIBRATED.tif",0.107239336914947
"80",2022-09-19 14:56:00,3838,"2022_0919_143622_072_CALIBRATED.tif",0.0852341471780978
"81",2022-09-19 14:57:43,3775,"2022_0919_143804_074_CALIBRATED.tif",0.111512610997785
"82",2022-09-19 14:59:11,4333,"2022_0919_143930_076_CALIBRATED.tif",0.115087604729929
"83",2022-09-19 15:00:41,4218,"2022_0919_144103_078_CALIBRATED.tif",0.121250462925014
"84",2022-09-19 15:02:30,3723,"2022_0919_144252_080_CALIBRATED.tif",0.112867824969663
"85",2022-09-19 15:04:02,3095,"2022_0919_144417_082_CALIBRATED.tif",0.119388512114522
"86",2022-09-19 15:05:32,4135,"2022_0919_144552_084_CALIBRATED.tif",0.113309979930827
"87",2022-09-19 15:08:13,3489,"2022_0919_144835_086_CALIBRATED.tif",0.103398179289246
"88",2022-09-19 15:10:13,3511,"2022_0919_145035_088_CALIBRATED.tif",0.101091073571036
"89",2022-09-19 15:12:04,3999,"2022_0919_145221_090_CALIBRATED.tif",0.117516506923805
"90",2022-09-19 15:13:08,3860,"2022_0919_145330_092_CALIBRATED.tif",0.101445304332404
"91",2022-09-20 15:06:39,4435,"2022_0920_144655_002_CALIBRATED.tif",0.125448047278067
"92",2022-09-20 15:08:41,3364,"2022_0920_144854_004_CALIBRATED.tif",0.104905192982084
"93",2022-09-20 15:09:51,3077,"2022_0920_145006_006_CALIBRATED.tif",0.102319659861173
"94",2022-09-20 15:11:39,3611,"2022_0920_145152_008_CALIBRATED.tif",0.0957206154803763
"95",2022-09-20 15:13:16,3553,"2022_0920_145329_010_CALIBRATED.tif",0.104444296305008
"96",2022-09-20 15:14:46,4312,"2022_0920_145501_012_CALIBRATED.tif",0.103779653157015
"97",2022-09-20 15:17:27,3995,"2022_0920_145731_014_CALIBRATED.tif",0.0656698752590953
"98",2022-09-20 15:18:44,4007,"2022_0920_145900_016_CALIBRATED.tif",0.0707205336297209
"99",2022-09-20 15:20:21,3392,"2022_0920_150024_018_CALIBRATED.tif",0.0759544889945085
"100",2022-09-20 15:22:05,3400,"2022_0920_150149_020_CALIBRATED.tif",0.0746069242099229
"101",2022-09-20 15:23:29,3325,"2022_0920_150345_022_CALIBRATED.tif",0.0751401318960266
"102",2022-09-20 15:24:54,3333,"2022_0920_150505_024_CALIBRATED.tif",0.0718835438210803
"103",2022-09-20 15:26:00,3243,"2022_0920_150616_026_CALIBRATED.tif",0.0717671603780217
"104",2022-09-20 15:27:15,3242,"2022_0920_150731_028_CALIBRATED.tif",0.0706124529011311
"105",2022-09-20 15:28:44,4187,"2022_0920_150859_030_CALIBRATED.tif",0.10684729197159
"106",2022-09-20 15:30:12,4213,"2022_0920_151026_032_CALIBRATED.tif",0.10256664300982
"107",2022-09-20 15:32:24,4183,"2022_0920_151238_034_CALIBRATED.tif",0.10911570069673
"108",2022-09-20 15:34:03,3959,"2022_0920_151418_036_CALIBRATED.tif",0.118728966529322
"109",2022-09-20 15:35:39,4368,"2022_0920_151554_038_CALIBRATED.tif",0.123309040869191
"110",2022-09-20 15:37:01,4384,"2022_0920_151718_040_CALIBRATED.tif",0.110919264315013
"111",2022-09-20 15:38:46,4260,"2022_0920_151901_042_CALIBRATED.tif",0.117043597643168
"112",2022-09-20 15:40:10,3494,"2022_0920_152025_044_CALIBRATED.tif",0.120900011151125
"113",2022-09-20 15:41:26,3958,"2022_0920_152140_046_CALIBRATED.tif",0.119964336554474
"114",2022-09-20 15:41:59,3915,"2022_0920_152345_048_CALIBRATED.tif",0.122157218333306
"115",2022-09-20 15:44:25,4388,"2022_0920_152442_050_CALIBRATED.tif",0.0667076751218741
"116",2022-09-20 15:45:34,4392,"2022_0920_152548_052_CALIBRATED.tif",0.113932918186966
"117",2022-09-20 15:50:01,3853,"2022_0920_152724_054_CALIBRATED.tif",0.113009467144177
"118",2022-09-20 15:51:49,4055,"2022_0920_153141_056_CALIBRATED.tif",0.106061118354421
"119",2022-09-20 15:53:11,3576,"2022_0920_153328_058_CALIBRATED.tif",0.10772994709007
"120",2022-09-20 15:54:44,4329,"2022_0920_153459_060_CALIBRATED.tif",0.0674755341091358
"121",2022-09-20 15:56:44,3042,"2022_0920_153658_062_CALIBRATED.tif",0.129152427013805
"122",2022-09-20 15:58:19,4017,"2022_0920_153832_064_CALIBRATED.tif",0.121723068086876
"123",2022-09-20 15:59:34,3348,"2022_0920_153949_066_CALIBRATED.tif",0.0742151618900539
"124",2022-09-20 16:00:48,3359,"2022_0920_154102_068_CALIBRATED.tif",0.0716373980902119
"125",2022-09-20 16:02:14,3531,"2022_0920_154231_070_CALIBRATED.tif",0.112515902030063
"126",2022-09-20 16:03:40,4146,"2022_0920_154354_072_CALIBRATED.tif",0.114649251784464
"127",2022-09-20 16:05:16,3813,"2022_0920_154529_074_CALIBRATED.tif",0.12499552084407
"128",2022-09-20 16:07:21,3495,"2022_0920_154736_076_CALIBRATED.tif",0.120610083680305
"129",2022-09-20 16:08:28,4319,"2022_0920_154844_078_CALIBRATED.tif",0.121555173067912
"130",2022-09-20 16:11:54,3593,"2022_0920_155208_080_CALIBRATED.tif",0.125672612411886
"131",2022-09-20 16:15:25,3006,"2022_0920_155538_082_CALIBRATED.tif",0.10496532060238
"132",2022-09-20 16:17:01,4008,"2022_0920_155718_084_CALIBRATED.tif",0.121444458188407
"133",2022-09-20 16:18:16,3992,"2022_0920_155833_086_CALIBRATED.tif",0.119595839393731
"134",2022-09-20 16:20:03,3684,"2022_0920_160016_088_CALIBRATED.tif",0.103844084963364
"135",2022-09-20 16:22:03,4088,"2022_0920_160204_090_CALIBRATED.tif",0.119424899229591
"136",2022-09-20 16:23:37,3594,"2022_0920_160352_092_CALIBRATED.tif",0.10527246353482
"137",2022-09-20 16:25:18,3183,"2022_0920_160534_094_CALIBRATED.tif",0.0798596590544798
"138",2022-09-20 16:27:25,4322,"2022_0920_160736_096_CALIBRATED.tif",0.120744110977516
"139",2022-09-20 16:28:56,4408,"2022_0920_160911_098_CALIBRATED.tif",0.122949596841539
"140",2022-09-20 16:31:07,3109,"2022_0920_161120_100_CALIBRATED.tif",0.106271927103742
"141",2022-09-20 16:33:24,4096,"2022_0920_161315_102_CALIBRATED.tif",0.103772786713527
"142",2022-09-20 16:35:02,3181,"2022_0920_161514_104_CALIBRATED.tif",0.101420360219853
"143",2022-09-20 16:36:25,3550,"2022_0920_161641_106_CALIBRATED.tif",0.103878281907831
"144",2022-09-20 16:37:54,3386,"2022_0920_161808_108_CALIBRATED.tif",0.0715837445244039
"145",2022-09-20 16:39:22,3268,"2022_0920_161932_110_CALIBRATED.tif",0.0754308142062052
"146",2022-09-20 16:40:35,3107,"2022_0920_162048_112_CALIBRATED.tif",0.118358927282589
"147",2022-09-20 16:42:52,4041,"2022_0920_162306_114_CALIBRATED.tif",0.12052934000437
"148",2022-09-20 16:44:29,3273,"2022_0920_162434_116_CALIBRATED.tif",0.0636429291600035
"149",2022-09-20 16:45:49,3776,"2022_0920_162604_118_CALIBRATED.tif",0.117046146019949
"150",2022-09-20 16:48:02,3016,"2022_0920_162815_120_CALIBRATED.tif",0.0979240162146593
"151",2022-09-20 16:49:40,3130,"2022_0920_162953_122_CALIBRATED.tif",0.115670346306596
"152",2022-09-20 16:51:45,3606,"2022_0920_163202_124_CALIBRATED.tif",0.0647028186958258
"153",2022-09-20 16:54:58,3609,"2022_0920_163445_126_CALIBRATED.tif",0.11204675206173
"154",2022-09-20 16:56:31,3569,"2022_0920_163646_128_CALIBRATED.tif",0.0829651897659651
"155",2022-09-20 16:58:09,3932,"2022_0920_163807_130_CALIBRATED.tif",0.11216591439804
"156",2022-09-20 16:59:52,4291,"2022_0920_164002_132_CALIBRATED.tif",0.0955159567691812
"157",2022-09-20 17:01:35,4290,"2022_0920_164146_134_CALIBRATED.tif",0.108366015007295
"158",2022-09-20 17:03:06,3970,"2022_0920_164321_136_CALIBRATED.tif",0.114261707696959
"159",2022-09-20 17:04:29,3913,"2022_0920_164443_138_CALIBRATED.tif",0.121809040285504
"160",2022-09-20 17:05:54,4317,"2022_0920_164609_140_CALIBRATED.tif",0.100115853704811
"161",2022-09-20 17:07:15,3638,"2022_0920_164729_142_CALIBRATED.tif",0.109013801881867
"162",2022-09-20 17:08:38,3390,"2022_0920_164852_144_CALIBRATED.tif",0.109689400718757
"163",2022-09-20 17:09:49,4281,"2022_0920_165006_146_CALIBRATED.tif",0.116301172053579
"164",2022-09-20 17:10:57,3112,"2022_0920_165112_148_CALIBRATED.tif",0.0925958317103262
"165",2022-09-20 17:12:05,3993,"2022_0920_165222_150_CALIBRATED.tif",0.102203045674177
"166",2022-09-20 17:13:31,3381,"2022_0920_165346_152_CALIBRATED.tif",0.0934317268983306
"167",2022-09-20 17:14:57,3883,"2022_0920_165512_154_CALIBRATED.tif",0.114753381553986
"168",2022-09-20 17:16:16,4422,"2022_0920_165632_156_CALIBRATED.tif",0.0935976794342563
"169",2022-09-20 17:17:37,3172,"2022_0920_165754_158_CALIBRATED.tif",0.119573320989114
"170",2022-09-21 10:51:05,4332,"2022_0921_103111_002_CALIBRATED.tif",0.0878385331087617
"171",2022-09-21 10:53:51,4066,"2022_0921_103357_004_CALIBRATED.tif",0.101734489565439
"172",2022-09-21 10:55:48,3414,"2022_0921_103554_006_CALIBRATED.tif",0.0620992895884483
"173",2022-09-21 10:57:24,4336,"2022_0921_103733_008_CALIBRATED.tif",0.0638510617201283
"174",2022-09-21 10:59:10,3662,"2022_0921_103918_010_CALIBRATED.tif",0.111847821835447
"175",2022-09-21 11:00:58,3655,"2022_0921_104101_012_CALIBRATED.tif",0.0964784608295229
"176",2022-09-21 11:02:23,3833,"2022_0921_104230_014_CALIBRATED.tif",0.0893648784833515
"177",2022-09-21 11:04:05,3278,"2022_0921_104351_016_CALIBRATED.tif",0.0748203959883892
"178",2022-09-21 11:07:42,3783,"2022_0921_104749_018_CALIBRATED.tif",0.0967228361256116
"179",2022-09-21 11:08:58,4309,"2022_0921_104906_020_CALIBRATED.tif",0.0613903722056085
"180",2022-09-21 11:10:36,3554,"2022_0921_105040_022_CALIBRATED.tif",0.0824061291936963
"181",2022-09-21 11:12:04,3018,"2022_0921_105210_024_CALIBRATED.tif",0.0666723124607643
"182",2022-09-21 11:14:03,4144,"2022_0921_105411_026_CALIBRATED.tif",0.0845089523597892
"183",2022-09-21 11:16:26,3861,"2022_0921_105614_028_CALIBRATED.tif",0.0766503096802844
"184",2022-09-21 11:18:40,3509,"2022_0921_105847_030_CALIBRATED.tif",0.0939241706571949
"185",2022-09-21 11:20:16,3125,"2022_0921_110021_032_CALIBRATED.tif",0.0852102643851028
"186",2022-09-21 11:22:21,3616,"2022_0921_110226_034_CALIBRATED.tif",0.0595757673942085
"187",2022-09-21 11:23:59,3840,"2022_0921_110401_036_CALIBRATED.tif",0.0845809704531992
