photo,mean_ndvi,median_ndvi,sd_ndvi,date_time,seedling_ID,sample
2022_0919_120104,0.09838040601159867,0.10465116279069768,0.04870540797387464,9/19/22,3599,2
2022_0919_120312,0.08879736132754615,0.1,0.06541517189780836,9/19/22,3849,2
2022_0919_120801,0.08362654534898685,0.0967741935483871,0.06650763929007189,9/19/22,3817,2
2022_0919_120940,0.09794097768798365,0.11666666666666667,0.06407902961424754,9/19/22,4378,2
2022_0919_121134,0.10722310329137727,0.12020460358056266,0.04856823796271398,9/19/22,4089,2
2022_0919_121325,0.08606103952596501,0.09278350515463918,0.06876665252856162,9/19/22,3825,2
2022_0919_121522,0.0837243815974679,0.09871244635193133,0.0746408669858313,9/19/22,3338,2
2022_0919_121724,0.10801712378835511,0.12312312312312312,0.04840290407344135,9/19/22,3752,2
2022_0919_121902,0.008372296072762598,0.004784688995215311,0.04632028050834621,9/19/22,3739,2
2022_0919_122055,0.11237049672183742,0.11956521739130435,0.05051417616670069,9/19/22,3151,2
2022_0919_122254,0.11170488294015947,0.125,0.05704232044917117,9/19/22,3191,2
2022_0919_122457,0.10216177181947145,0.12422360248447205,0.08783671837977083,9/19/22,3785,2
2022_0919_122631,0.11138140769275531,0.12987012987012986,0.06435174916044299,9/19/22,3777,2
2022_0919_122815,0.04698997889425859,0.044444444444444446,0.049410929889226025,9/19/22,3260,2
2022_0919_122940,0.0895828748051498,0.10638297872340426,0.05455797490492335,9/19/22,4400,2
2022_0919_123124,0.09632156796547878,0.11877394636015326,0.09133597168366052,9/19/22,3799,2
2022_0919_123325,0.1335251511231343,0.14018691588785046,0.05792216710114958,9/19/22,3679,2
2022_0919_123607,0.08230222587282937,0.09090909090909091,0.04793865733759585,9/19/22,3600,2
2022_0919_123737,0.10010069107439291,0.12181303116147309,0.08837345261239264,9/19/22,3046,2
2022_0919_123928,0.10099984955077758,0.11170212765957446,0.05711953155486992,9/19/22,4061,2
2022_0919_124106,0.09350839567092645,0.1169811320754717,0.05944970378451303,9/19/22,3483,2
2022_0919_124301,0.0635849434007105,0.07222222222222222,0.06602813046715134,9/19/22,3118,2
2022_0919_124437,0.07895567825996726,0.10240963855421686,0.09294320692100314,9/19/22,3136,2
2022_0919_124648,0.08100471242147665,0.09897610921501707,0.10128816915196602,9/19/22,3000,2
2022_0919_124851,0.11445497185293324,0.12195121951219512,0.05215188798841671,9/19/22,4014,2
2022_0919_125019,0.11132517025614533,0.12195121951219512,0.07110456909635189,9/19/22,4029,2
2022_0919_125146,0.09483918681812353,0.09944751381215469,0.04649446026803082,9/19/22,4056,2
2022_0919_125344,0.09939762624338172,0.11572700296735905,0.05237451465141641,9/19/22,4159,2
2022_0919_125828,0.09780622247016411,0.1111111111111111,0.05892784063573683,9/19/22,3114,2
2022_0919_125954,0.08032341690771172,0.08868501529051988,0.05132808839645884,9/19/22,3837,2
2022_0919_130123,0.09461337896457206,0.11428571428571428,0.07354116928651533,9/19/22,3587,2
2022_0919_133657,0.10518101925469218,0.12432432432432433,0.07172265085021347,9/19/22,3383,2
2022_0919_133839,0.10989595807509618,0.12280701754385964,0.05242897967685347,9/19/22,4407,2
2022_0919_134001,0.09340729807768249,0.1111111111111111,0.07546358906484074,9/19/22,3335,2
2022_0919_134113,0.10831791480169452,0.12462006079027356,0.06559563398992092,9/19/22,3905,2
2022_0919_134330,0.10966747981820457,0.1111111111111111,0.15141522140705202,9/19/22,3135,2
2022_0919_134507,0.08375826738050107,0.0889487870619946,0.04600201767103958,9/19/22,3132,2
2022_0919_134717,0.0904179439281905,0.09883720930232558,0.04913670739248146,9/19/22,4280,2
2022_0919_134842,0.10374558031890253,0.11549295774647887,0.05101118706960219,9/19/22,4079,2
2022_0919_135011,0.09137674688742427,0.1076923076923077,0.06169692525007696,9/19/22,3272,2
2022_0919_135131,0.10404947207583969,0.12213740458015267,0.0639125033396533,9/19/22,4293,2
2022_0919_135403,0.10133944216880092,0.10884353741496598,0.05887545049274382,9/19/22,4195,2
2022_0919_135547,0.11503776692883308,0.12258064516129032,0.054924124229240326,9/19/22,3008,2
2022_0919_135716,-0.007554501648338608,-0.013054830287206266,0.039176982228273385,9/19/22,3532,2
2022_0919_135923,0.07402937871294933,0.08225108225108226,0.05191981444719067,9/19/22,4228,2
2022_0919_140058,0.07030773306366866,0.07462686567164178,0.06194780400323079,9/19/22,4255,2
2022_0919_140320,0.10787337635843147,0.12,0.049317358314362625,9/19/22,3584,2
2022_0919_140529,0.027787158260624518,0.022364217252396165,0.04298254675510263,9/19/22,3250,2
2022_0919_140651,0.013754316971956154,0,0.035724702995802826,9/19/22,3438,2
2022_0919_140812,0.07767835737961182,0.08108108108108109,0.06422682765044072,9/19/22,3254,2
2022_0919_140948,0.0667103047840392,0.06542056074766354,0.05955320822528426,9/19/22,4253,2
2022_0919_141200,0.05999345019111769,0.05747126436781609,0.08341159568782855,9/19/22,4399,2
2022_0919_141332,0.06557274839198736,0.07216494845360824,0.06211862393694803,9/19/22,4227,2
2022_0919_141502,0.07725872565143296,0.08355795148247978,0.043785671130058136,9/19/22,4133,2
2022_0919_141618,0.0331911805876215,0.0297029702970297,0.04447476414763277,9/19/22,3850,2
2022_0919_141837,0.11641576493245855,0.12605042016806722,0.06634909989971144,9/19/22,3626,2
2022_0919_142004,0.14046314491440431,0.15614617940199335,0.07816882416811682,9/19/22,3629,2
2022_0919_142213,0.11558816135788566,0.12315270935960591,0.04051283445953815,9/19/22,3623,2
2022_0919_142343,0.03688619185282741,0.027777777777777776,0.06307733447214431,9/19/22,3746,2
2022_0919_142536,0.13271541761925648,0.14285714285714285,0.05001106284503077,9/19/22,3549,2
2022_0919_142722,0.07611284987795938,0.08029197080291971,0.05860768802625362,9/19/22,4221,2
2022_0919_142856,0.09584093970402817,0.10227272727272728,0.05284929090074966,9/19/22,4316,2
2022_0919_143029,0.10569175961923044,0.11498257839721254,0.07828764902974517,9/19/22,3885,2
2022_0919_143211,0.12158544680823448,0.13496932515337423,0.05018979298536109,9/19/22,3542,2
2022_0919_143331,0.09350435446194275,0.10493827160493827,0.04294584991180982,9/19/22,3844,2
2022_0919_143500,0.09368551004075433,0.1016949152542373,0.06279315404785167,9/19/22,3839,2
2022_0919_143622,0.05104741858007727,0.046296296296296294,0.054445587378192786,9/19/22,3838,2
2022_0919_143804,0.07940709551968915,0.08424908424908426,0.06163320036763758,9/19/22,3775,2
2022_0919_143930,0.10875476322699944,0.1232876712328767,0.07605981823734687,9/19/22,4333,2
2022_0919_144103,0.10264862420868177,0.11724137931034483,0.060790564830614846,9/19/22,4218,2
2022_0919_144252,0.09745399366355861,0.1111111111111111,0.060526191744852714,9/19/22,3723,2
2022_0919_144417,0.11476867880575777,0.1297709923664122,0.0504903392381046,9/19/22,3095,2
2022_0919_144552,0.1105069058463495,0.11678832116788321,0.056813127608825294,9/19/22,4135,2
2022_0919_144835,0.10217798130694944,0.11564625850340136,0.06745164647916693,9/19/22,3489,2
2022_0919_145035,0.10552215406583627,0.11428571428571428,0.04654555962456376,9/19/22,3511,2
2022_0919_145221,0.12090863531720104,0.12876712328767123,0.041795595450770585,9/19/22,3999,2
2022_0919_145330,0.08747056319440488,0.09565217391304348,0.04553492204747946,9/19/22,3860,2
2022_0920_144655,0.10362610970782808,0.11464968152866242,0.07915916993346525,9/20/22,4435,2
2022_0920_144854,0.08014345226313076,0.09392265193370165,0.08022840924005785,9/20/22,3364,2
2022_0920_145006,0.1104530525219464,0.12144702842377261,0.04602871740432284,9/20/22,3077,2
2022_0920_145152,0.09394853831675228,0.09792284866468842,0.06091776515592242,9/20/22,3611,2
2022_0920_145329,0.11355106442305864,0.12345679012345678,0.06733582816523975,9/20/22,3553,2
2022_0920_145501,0.10757774646626564,0.11538461538461539,0.06557474957786819,9/20/22,4312,2
2022_0920_145731,0.02260853527967002,0.02278481012658228,0.049626014211225006,9/20/22,3995,2
2022_0920_145900,0.009854197305123186,0.004739336492890996,0.056465227714637294,9/20/22,4007,2
2022_0920_150024,0.05257026335617557,0.05185185185185185,0.05094193493816288,9/20/22,3392,2
2022_0920_150149,0.03782765283643953,0.03355704697986577,0.08854850108779291,9/20/22,3400,2
2022_0920_150345,0.01736774507165489,0,0.04302592023475601,9/20/22,3325,2
2022_0920_150505,0.025543531210101226,0.021739130434782608,0.07537220501461225,9/20/22,3333,2
2022_0920_150616,0.05946729063972181,0.05747126436781609,0.0711245793467134,9/20/22,3243,2
2022_0920_150731,0.03701887178362502,0.026785714285714284,0.08069924240312823,9/20/22,3242,2
2022_0920_150859,0.1056064032025512,0.11294765840220386,0.06494712469964237,9/20/22,4187,2
2022_0920_151026,0.0930067423079979,0.0975609756097561,0.051976107511548214,9/20/22,4213,2
2022_0920_151238,0.09959345193404821,0.10152284263959391,0.08000308261674498,9/20/22,4183,2
2022_0920_151418,0.11037114315363614,0.12408759124087591,0.08638530043513906,9/20/22,3959,2
2022_0920_151554,0.11513883106590683,0.12714776632302405,0.06639065864876496,9/20/22,4368,2
2022_0920_151718,0.09793411647102096,0.10880829015544041,0.053501683893241433,9/20/22,4384,2
2022_0920_151901,0.10800117222558468,0.12418300653594772,0.06108505448913043,9/20/22,4260,2
2022_0920_152025,0.12410417141997811,0.1310344827586207,0.05110300057255197,9/20/22,3494,2
2022_0920_152140,0.10798443879876592,0.1246376811594203,0.05866167387731116,9/20/22,3958,2
2022_0920_152345,0.11158968444763485,0.1263537906137184,0.06557215549414916,9/20/22,3915,2
2022_0920_152442,0.026880949616524152,0.024390243902439025,0.04907179397091014,9/20/22,4388,2
2022_0920_152548,0.10629876916917468,0.11612903225806452,0.056343363159873365,9/20/22,4392,2
2022_0920_152724,0.09739724393374118,0.10756972111553785,0.05499141850981854,9/20/22,3853,2
2022_0920_153141,0.1026721047114176,0.10835913312693499,0.04694152720920254,9/20/22,4055,2
2022_0920_153328,0.1004046036619805,0.11046511627906977,0.04671753575011188,9/20/22,3576,2
2022_0920_153459,0.017850889743114055,0.016548463356973995,0.07218277274697556,9/20/22,4329,2
2022_0920_153658,0.12870764296830287,0.13609467455621302,0.065487302763441,9/20/22,3042,2
2022_0920_153832,0.12739903347154155,0.1309192200557103,0.05000872476120945,9/20/22,4017,2
2022_0920_153949,0.04234038614859044,0.03896103896103896,0.03992169855699425,9/20/22,3348,2
2022_0920_154102,0.03456645177197955,0.03125,0.03915453998985736,9/20/22,3359,2
2022_0920_154231,0.10786872121285751,0.12112676056338029,0.04386997916063272,9/20/22,3531,2
2022_0920_154354,0.10547697536954832,0.11528150134048257,0.042424796665333143,9/20/22,4146,2
2022_0920_154529,0.10847828789111261,0.12790697674418605,0.06534124045745024,9/20/22,3813,2
2022_0920_154736,0.11193419695749297,0.12166172106824925,0.04739792732098087,9/20/22,3495,2
2022_0920_154844,0.10775022635746159,0.12386706948640483,0.05351838080204366,9/20/22,4319,2
2022_0920_155208,0.12595179963147043,0.13513513513513514,0.051065130652996116,9/20/22,3593,2
2022_0920_155538,0.09363827534585456,0.09929078014184398,0.06343767708166469,9/20/22,3006,2
2022_0920_155718,0.11875781226490775,0.13165266106442577,0.0600106233625344,9/20/22,4008,2
2022_0920_155833,0.11974699893886441,0.12609970674486803,0.0565442652130653,9/20/22,3992,2
2022_0920_160016,0.08676090423382844,0.09090909090909091,0.0578523157117054,9/20/22,3684,2
2022_0920_160204,0.11615366384722675,0.1225071225071225,0.05870905828877531,9/20/22,4088,2
2022_0920_160352,0.08843111857340462,0.09422492401215805,0.06834962251497222,9/20/22,3594,2
2022_0920_160534,0.06534201968349794,0.06329113924050633,0.03423727099044558,9/20/22,3183,2
2022_0920_160736,0.10154845918335889,0.11976047904191617,0.06003735114958169,9/20/22,4322,2
2022_0920_160911,0.11075833816630783,0.12538226299694188,0.06134755420836515,9/20/22,4408,2
2022_0920_161120,0.10891831159696666,0.12280701754385964,0.06297424550061313,9/20/22,3109,2
2022_0920_161315,0.1014298330808523,0.10982658959537572,0.042297109089162496,9/20/22,4096,2
2022_0920_161514,0.09879391312404784,0.10975609756097561,0.03510370706681651,9/20/22,3181,2
2022_0920_161641,0.09232716972365332,0.1043956043956044,0.042132318078590615,9/20/22,3550,2
2022_0920_161808,0.07205182237132965,0.06422018348623854,0.08058620163799846,9/20/22,3386,2
2022_0920_161932,0.05757266001873566,0.04838709677419355,0.07248762141592884,9/20/22,3268,2
2022_0920_162048,0.10690143225887475,0.1246376811594203,0.04962879719562019,9/20/22,3107,2
2022_0920_162306,0.11688971612130032,0.12209302325581395,0.04501286520396466,9/20/22,4041,2
2022_0920_162434,0.04377809663652281,0.04,0.06146665466722209,9/20/22,3273,2
2022_0920_162604,0.0926639505575493,0.10588235294117647,0.07878755466492433,9/20/22,3776,2
2022_0920_162815,0.06624091407847355,0.06552706552706553,0.07997484381178732,9/20/22,3016,2
2022_0920_162953,0.11982184372813655,0.125,0.04808072830248559,9/20/22,3130,2
2022_0920_163202,0.01688128981366135,0.01694915254237288,0.029536861964031397,9/20/22,3606,2
2022_0920_163445,0.0990593444939383,0.1125,0.044544503795679855,9/20/22,3609,2
2022_0920_163646,0.06503239365890084,0.07374631268436578,0.045585419780649096,9/20/22,3569,2
2022_0920_163807,0.08937877200481145,0.1050228310502283,0.07040257352306452,9/20/22,3932,2
2022_0920_164002,0.09708035446976919,0.10580204778156997,0.07890868352519989,9/20/22,4291,2
2022_0920_164146,0.12642367930032858,0.137546468401487,0.05883744264574898,9/20/22,4290,2
2022_0920_164321,0.11500114872250157,0.12087912087912088,0.04076335257264202,9/20/22,3970,2
2022_0920_164443,0.11073475904288284,0.1259259259259259,0.057818315252942946,9/20/22,3913,2
2022_0920_164609,0.0907795883505184,0.09818181818181818,0.051138520841568696,9/20/22,4317,2
2022_0920_164729,0.11311059336241816,0.12181303116147309,0.039682907322081254,9/20/22,3638,2
2022_0920_164852,0.09752388491405503,0.1032258064516129,0.0575169871127701,9/20/22,3390,2
2022_0920_165006,0.10895605396544437,0.11842105263157894,0.0608934501930832,9/20/22,4281,2
2022_0920_165112,0.08959049298085835,0.09090909090909091,0.07185389272629883,9/20/22,3112,2
2022_0920_165222,0.11481489330450044,0.11560693641618497,0.09616099296857554,9/20/22,3993,2
2022_0920_165346,0.11298011498669493,0.12714776632302405,0.057662666382761296,9/20/22,3381,2
2022_0920_165512,0.11109613094557556,0.125,0.0509501913465751,9/20/22,3883,2
2022_0920_165632,0.09033729108995463,0.09375,0.04775898554515889,9/20/22,4422,2
2022_0920_165754,0.13866110151252317,0.14469453376205788,0.05782056103495414,9/20/22,3172,2
2022_0921_103111,0.07490113345465609,0.0821529745042493,0.06224041992638582,9/21/22,4332,2
2022_0921_103357,0.11585316150966332,0.11855670103092783,0.06104598272712863,9/21/22,4066,2
2022_0921_103554,0.035811466846972145,0.028169014084507043,0.052982208119843374,9/21/22,3414,2
2022_0921_103733,0.030875244329408958,0.029069767441860465,0.05882398581336469,9/21/22,4336,2
2022_0921_103918,0.09408940152534495,0.10897435897435898,0.05307018728695429,9/21/22,3662,2
2022_0921_104101,0.08292390340403341,0.09560723514211886,0.06317961640325562,9/21/22,3655,2
2022_0921_104230,0.10885201517894044,0.11048158640226628,0.09232359369743454,9/21/22,3833,2
2022_0921_104351,0.0800513687780797,0.09230769230769231,0.06471920621454184,9/21/22,3278,2
2022_0921_104749,0.08104997224062785,0.09142857142857143,0.05984804206772654,9/21/22,3783,2
2022_0921_104906,0.002775070092566624,0,0.06436162038263428,9/21/22,4309,2
2022_0921_105040,0.09920291467702955,0.10739856801909307,0.057286519693311895,9/21/22,3554,2
2022_0921_105210,0.08503884779838575,0.051194539249146756,0.14566329625078742,9/21/22,3018,2
2022_0921_105411,0.09967115997343803,0.10096153846153846,0.05102084783840602,9/21/22,4144,2
2022_0921_105614,0.0867553355400901,0.09462915601023018,0.07476963555790112,9/21/22,3861,2
2022_0921_105847,0.10081779503904134,0.10432569974554708,0.06747176818865537,9/21/22,3509,2
2022_0921_110021,0.08649580119451643,0.09090909090909091,0.10273564543173218,9/21/22,3125,2
2022_0921_110226,0.034655662229780095,0.028169014084507043,0.05763145857928356,9/21/22,3616,2
2022_0921_110401,0.07465455720896648,0.0847457627118644,0.05416250295551177,9/21/22,3840,2
2022_0921_110559,0.1089038990603106,0.1073170731707317,0.077235502151141,9/21/22,3035,2
2022_0921_110744,0.09054148067908462,0.09725685785536159,0.05505765654101641,9/21/22,3718,2
2022_0921_110910,0.0893319990810923,0.1,0.07523973632340437,9/21/22,4390,2
2022_0921_111046,0.08096744289246234,0.0948509485094851,0.06581774626518695,9/21/22,3805,2
2022_0921_111230,0.02229333291708649,0.016666666666666666,0.03923582173787181,9/21/22,4031,2
2022_0921_111441,0.10229393585025275,0.11239193083573487,0.05178661021347452,9/21/22,4071,2
2022_0921_111703,0.09842233446901988,0.09547738693467336,0.05836728245424729,9/21/22,3535,2
2022_0921_111842,0.09927475881564186,0.10649350649350649,0.04533590395610295,9/21/22,3167,2
2022_0921_112030,0.09471192372739909,0.09846827133479212,0.05876249294001084,9/21/22,3533,2
2022_0921_112420,0.08875483507018044,0.10344827586206896,0.06886874499051776,9/21/22,3994,2
2022_0921_112611,0.09903857579360577,0.11278195488721804,0.058283295597067304,9/21/22,3504,2
2022_0921_112819,0.09590202605749118,0.08583690987124463,0.10979575683871809,9/21/22,4005,2
2022_0921_113058,0.03220490327391074,0.02830188679245283,0.03551541295660463,9/21/22,3197,2
2022_0921_113245,0.07211870849301752,0.08354430379746836,0.05341086206153401,9/21/22,4044,2
2022_0921_113404,0.07011051275762088,0.07509881422924901,0.07063402723956766,9/21/22,3252,2
2022_0921_113521,0.024205207532781384,0.015306122448979591,0.06886843466368825,9/21/22,3738,2
2022_0921_113717,0.08369594536381654,0.09090909090909091,0.06607272665036465,9/21/22,4413,2
2022_0921_113901,0.10082294650215735,0.10512129380053908,0.06162263148621049,9/21/22,3530,2
2022_0921_114033,0.07062436461038597,0.0726643598615917,0.07143268459222833,9/21/22,4284,2
2022_0921_114257,0.11529283627200597,0.1089588377723971,0.08714254668387734,9/21/22,3603,2
2022_0921_114431,0.08386899552692607,0.09333333333333334,0.070251818967878,9/21/22,4282,2
2022_0921_114611,0.0986764512258085,0.10674157303370786,0.06498961565034678,9/21/22,4132,2
2022_0921_114749,0.08323257413924369,0.09239130434782608,0.08835595106011278,9/21/22,3506,2
2022_0921_120135,0.09973090347518783,0.10485933503836317,0.07052829081409695,9/21/22,4099,2
2022_0921_120324,0.09412041006605656,0.10160427807486631,0.0821434108769962,9/21/22,4283,2
2022_0921_120438,0.07028966029831654,0.075,0.06586037818014259,9/21/22,3266,2
2022_0921_120643,0.04013073256482052,0.03278688524590164,0.08752888766732914,9/21/22,3127,2
2022_0921_120825,0.10451505345038975,0.1065989847715736,0.08242199419900552,9/21/22,3129,2
2022_0921_120948,0.11437541295871895,0.11466666666666667,0.08276853479303088,9/21/22,4185,2
2022_0921_121100,0.09232727102985726,0.102880658436214,0.06403922438167656,9/21/22,3946,2
2022_0921_121255,0.11856991095285409,0.11278195488721804,0.11419035332800932,9/21/22,3087,2
2022_0921_121427,0.09879717974153296,0.10704960835509138,0.07766509394635981,9/21/22,3594,2
2022_0921_121556,0.026162742208617088,0.020527859237536656,0.0643353932362296,9/21/22,3787,2
2022_0921_121728,0.0987905336947042,0.11551155115511551,0.05666014590031398,9/21/22,3700,2
2022_0921_121837,0.07219512255105222,0.06930693069306931,0.1009759421662231,9/21/22,3378,2
2022_0921_121954,0.031022889378505798,0.024509803921568627,0.07364654345636559,9/21/22,3897,2
2022_0921_122153,0.0860591738145294,0.09641873278236915,0.06882613196926206,9/21/22,3778,2
2022_0921_122323,0.09319229393117731,0.09915014164305949,0.06102063028494198,9/21/22,4002,2
2022_0921_132915,0.02786249369671535,0.02127659574468085,0.058935918317545764,9/21/22,3787,2
2022_0921_133056,0.1026008676207316,0.11538461538461539,0.0551690244127806,9/21/22,3700,2
2022_0921_133204,0.07051693635397087,0.06882591093117409,0.09111450582560679,9/21/22,3378,2
2022_0921_133319,0.020693650338350716,0.01775147928994083,0.03411074482675974,9/21/22,3897,2
2022_0921_133438,0.08772941143477338,0.10030395136778116,0.06562257233291903,9/21/22,3778,2
2022_0921_133557,0.0967455554380209,0.1043956043956044,0.06366299506741684,9/21/22,4002,2
2022_0921_133709,0.09432533873244323,0.1,0.057649586536896114,9/21/22,3508,2
2022_0921_133810,0.05812713625429424,0.05343511450381679,0.0767704708211123,9/21/22,4276,2
2022_0921_133946,0.0822364680529248,0.09634551495016612,0.0626061218403793,9/21/22,4308,2
2022_0921_134119,0.1080181952393837,0.11278195488721804,0.05785986000527304,9/21/22,4011,2
2022_0921_134250,0.08983822060299441,0.10204081632653061,0.07661028001692469,9/21/22,3980,2
2022_0921_134601,0.07829079759783611,0.08310991957104558,0.0648128388378451,9/21/22,3013,2
2022_0921_134753,0.02125819068834321,0.014285714285714285,0.03677638782993531,9/21/22,3705,2
2022_0921_134857,0.03289668865400738,0.02313624678663239,0.08214574422592631,9/21/22,3806,2
2022_0921_135046,0.10309060093856626,0.12087912087912088,0.06608996179238243,9/21/22,4100,2
2022_0921_135151,0.07971431123633006,0.09090909090909091,0.06319000273612194,9/21/22,3732,2
2022_0921_135252,0.05995839922615772,0.056179775280898875,0.06501432047791172,9/21/22,3894,2
2022_0921_135401,0.07894082084900796,0.0891089108910891,0.05447337780173723,9/21/22,4123,2
2022_0921_135540,0.03587596409009405,0.03125,0.0508200716302437,9/21/22,4233,2
2022_0921_135710,0.08578296736736069,0.0967741935483871,0.07573506469445372,9/21/22,3244,2
2022_0921_135824,0.0875011097526725,0.10236220472440945,0.06647040397069351,9/21/22,3481,2
2022_0921_140010,0.080645855314918,0.08732394366197183,0.04609964028211158,9/21/22,3038,2
2022_0921_140148,0.10763331194415582,0.1169811320754717,0.05459469503419674,9/21/22,3126,2
2022_0921_140641,0.08854020963542986,0.09392265193370165,0.07316461457490885,9/21/22,3111,2
2022_0921_140755,0.05552168024072187,0.048859934853420196,0.06398091795759456,9/21/22,3519,2
2022_0921_140941,0.09546848417583201,0.10761154855643044,0.06594418861854014,9/21/22,4095,2
2022_0921_141103,0.07761965425133192,0.0821529745042493,0.0648786153780444,9/21/22,4205,2
2022_0921_141215,0.07790468730698864,0.08033240997229917,0.07801407966243269,9/21/22,3828,2
2022_0921_141352,0.06747049948030247,0.07058823529411765,0.05411503108343931,9/21/22,3943,2
2022_0921_141513,0.08383797073401676,0.0880503144654088,0.0756399011196791,9/21/22,4192,2
2022_0921_141647,0.08093781125411692,0.09090909090909091,0.055126318503524015,9/21/22,4269,2
2022_0921_141818,0.08070921615973906,0.07692307692307693,0.05787954306260505,9/21/22,3985,2
2022_0921_141938,0.09327228428479416,0.10582010582010581,0.059057370880873435,9/21/22,4151,2
2022_0921_142107,0.11676095739688011,0.11864406779661017,0.0638086949203165,9/21/22,4147,2
2022_0921_142258,0.09826138714135742,0.10101010101010101,0.04927966843225795,9/21/22,3536,2
2022_0921_142428,0.11015487213000978,0.11,0.09890498484668891,9/21/22,4036,2
2022_0921_142557,0.09156478142203216,0.10485933503836317,0.05609759083189267,9/21/22,4092,2
2022_0921_142653,0.05529800875028603,0.05093833780160858,0.06918643289521344,9/21/22,4257,2
2022_0921_142816,0.09040607041451558,0.10285714285714286,0.05665585434953814,9/21/22,3011,2
2022_0921_143141,0.03735138172024717,0.016706443914081145,0.055027695625700784,9/21/22,3027,2
2022_0921_143305,0.09899189940604648,0.11455108359133127,0.07720427577567782,9/21/22,3539,2
2022_0921_143408,0.09040269948453059,0.08888888888888889,0.10715554255704621,9/21/22,3918,2
2022_0921_143605,0.07174933334676607,0.0726643598615917,0.06729017426564302,9/21/22,3855,2
2022_0921_143744,0.09407989785586737,0.10695187165775401,0.06820148531477029,9/21/22,4001,2
2022_0921_143951,0.02552064653187743,0.022332506203473945,0.05660207403173707,9/21/22,3513,2
2022_0921_144057,0.007275542466421747,0,0.07868749857704466,9/21/22,3812,2
2022_0921_144228,0.09124570736075213,0.09422492401215805,0.10493498576471172,9/21/22,3862,2
2022_0921_144338,0.0328766378825368,0.02857142857142857,0.08440001509859134,9/21/22,3415,2
2022_0921_144513,0.0697903276455009,0.072,0.06647579854045203,9/21/22,4380,2
2022_0921_144627,0.10141791215772201,0.10909090909090909,0.06916258104414752,9/21/22,4105,2
2022_0921_144745,0.09511190801187311,0.10512129380053908,0.0850025102305929,9/21/22,3808,2
2022_0921_144901,0.11521786095655001,0.12105263157894737,0.08855670745876268,9/21/22,4222,2
2022_0921_145027,0.07026174104157105,0.07272727272727272,0.06442808038313926,9/21/22,3916,2
2022_0921_145147,0.09535625724482545,0.10759493670886076,0.060288729486672396,9/21/22,4238,2
2022_0921_145259,0.10687343639271117,0.1111111111111111,0.058916267311458555,9/21/22,3498,2
2022_0921_145359,0.08726968941973715,0.08771929824561403,0.08573137823897832,9/21/22,3835,2
2022_0921_145648,0.034583090480383875,0.0319634703196347,0.042085892881675996,9/21/22,3058,2
2022_0921_145808,0.07773063115808383,0.08010335917312661,0.06469447482281523,9/21/22,4148,2
2022_0921_150028,0.06374421206007248,0.06666666666666667,0.07554847285193513,9/21/22,4334,2
2022_0921_150140,0.09406087174820862,0.10886075949367088,0.06641854700986984,9/21/22,3680,2
2022_0921_150312,0.10111770425951781,0.10778443113772455,0.07830674490652437,9/21/22,4396,2
2022_0921_150421,0.07805711554256022,0.08125,0.07913365345251656,9/21/22,3377,2
2022_0921_150558,0.014150538234177014,0.0069605568445475635,0.04812292667210386,9/21/22,4043,2
2022_0921_150720,0.09783462970314163,0.10919540229885058,0.051436040842601546,9/21/22,4394,2
2022_0921_150930,0.096100464155559,0.09523809523809523,0.07449379935884295,9/21/22,4024,2
2022_0921_151113,0.10861688300312677,0.11494252873563218,0.07349884548629651,9/21/22,3544,2
2022_0921_151256,0.059880139310339184,0.044897959183673466,0.10076861462967737,9/21/22,3842,2
2022_0921_151423,0.08027053525197667,0.0889487870619946,0.0688297183202929,9/21/22,3568,2
2022_0921_151653,0.028807701807515938,0.030303030303030304,0.07070763944740223,9/21/22,3834,2
2022_0921_151902,0.09632041609303131,0.10588235294117647,0.06366366615574773,9/21/22,4397,2
2022_0921_152034,0.1135371916513788,0.11351351351351352,0.0793873337295158,9/21/22,4047,2
2022_0921_152137,0.05469783201674403,0.038461538461538464,0.10201106734870138,9/21/22,4419,2
2022_0921_152322,0.09172765799180291,0.10032362459546926,0.0712001841789286,9/21/22,4405,2
2022_0921_152438,0.07843814464828153,0.08991825613079019,0.06312911947989173,9/21/22,4318,2
2022_0921_152609,0.055109564904573825,0.04850091955006201,0.09874192927463495,9/21/22,3630,2
2022_0921_152723,0.05230655384724212,0.046242774566473986,0.0653711485595578,9/21/22,3810,2
2022_0921_152856,0.0368492406315365,0.028985507246376812,0.08753886340392668,9/21/22,4278,2
2022_0921_153028,0.05006474007156938,0.03937007874015748,0.09064640396792074,9/21/22,3798,2
2022_0921_153215,0.08706628872140865,0.09937888198757763,0.07243931277611125,9/21/22,4254,2
2022_0921_153330,0.09447607113033046,0.10761154855643044,0.06637780027589048,9/21/22,3725,2
2022_0921_153445,0.11313531340312238,0.11979166666666667,0.08455875543510752,9/21/22,4412,2
2022_0921_153554,0.03789318370182984,0.030927835051546393,0.09532640794009431,9/21/22,3426,2
2022_0921_153754,0.12178398721939801,0.1260053619302949,0.06317394825042669,9/21/22,4160,2
2022_0921_153954,0.11666701127826724,0.11666666666666667,0.07883880767883816,9/21/22,3973,2
2022_0921_154104,0.11183693005825071,0.11578947368421053,0.11786238229680336,9/21/22,3824,2
2022_0921_154447,0.10830512964569451,0.12244897959183673,0.049809528528749654,9/21/22,4134,2
2022_0921_154618,0.1138282494293603,0.12062256809338522,0.07118492168843256,9/21/22,3547,2
