photo,mean_ndvi,median_ndvi,sd_ndvi,date_time,seedling_ID,sample
2022_0713_113013,0.11896813723411964,0.11299435028248588,0.11654993042321606,7/13/22,4312,1
2022_0713_113213,0.1183283974342452,0.125,0.0450472529617171,7/13/22,3995,1
2022_0713_113458,0.11307812423804797,0.11173184357541899,0.07478164518684889,7/13/22,4007,1
2022_0713_113619,0.05627488219976309,0.05263157894736842,0.0714845758745733,7/13/22,3392,1
2022_0713_113752,0.06965198752115338,0.05,0.13183840762075905,7/13/22,3400,1
2022_0713_113934,0.04102890513112456,0.04,0.03861814962125855,7/13/22,3325,1
2022_0713_114052,0.04669222627063533,0.045454545454545456,0.04541759952428672,7/13/22,3333,1
2022_0713_114238,0.07004696711902908,0.050505050505050504,0.14587491442375825,7/13/22,3243,1
2022_0713_114350,0.04567699961897189,0.03903903903903904,0.06989676692528508,7/13/22,3242,1
2022_0713_114657,0.11287565993063411,0.11815561959654179,0.05109363861230212,7/13/22,4187,1
2022_0713_114903,0.10899389240808936,0.10714285714285714,0.07166335029990754,7/13/22,4213,1
2022_0713_115149,0.10290435369588047,0.10270270270270271,0.07343201133488475,7/13/22,4183,1
2022_0713_115328,0.09569523864640067,0.10236220472440945,0.08373919060422966,7/13/22,3959,1
2022_0713_115451,0.1204165583717569,0.12337662337662338,0.10447406654624977,7/13/22,4368,1
2022_0713_115645,0.11729695255122505,0.11931818181818182,0.08808519957246971,7/13/22,4384,1
2022_0713_130422,0.0980032988555437,0.1111111111111111,0.05685242731719272,7/13/22,4260,1
2022_0713_130554,0.11587410081288171,0.12222222222222222,0.05935287792692561,7/13/22,3494,1
2022_0713_130801,0.10347688407048071,0.11528150134048257,0.08346799780185502,7/13/22,3958,1
2022_0713_130934,0.11775213023311264,0.12,0.11175704099599572,7/13/22,3915,1
2022_0713_131116,0.049531677409443343,0.04415584415584416,0.061076599147209816,7/13/22,4388,1
2022_0713_131239,0.10898969917180658,0.11320754716981132,0.09200810028534674,7/13/22,4392,1
2022_0713_131438,0.09275673282594449,0.10104529616724739,0.07924170268017627,7/13/22,3853,1
2022_0713_131648,0.10270428206660254,0.10674157303370786,0.06691364413121184,7/13/22,4055,1
2022_0713_131828,0.10036991271735253,0.10857142857142857,0.0525142272526085,7/13/22,3576,1
2022_0713_132012,0.019264217927674313,0.014084507042253521,0.05400818265227599,7/13/22,4329,1
2022_0713_132303,0.1160470984325002,0.125,0.06604609037529163,7/13/22,3042,1
2022_0713_132515,0.10844960316551101,0.11176470588235295,0.06172274755907312,7/13/22,4017,1
2022_0713_132645,0.05336827300886393,0.042492917847025496,0.10105175271410913,7/13/22,3348,1
2022_0713_132749,0.04465381260802498,0.038461538461538464,0.07406114669630744,7/13/22,3359,1
2022_0713_133002,0.10798867943117882,0.10989010989010989,0.09677181659567421,7/13/22,3531,1
2022_0713_133139,0.10420478780174947,0.11413043478260869,0.052118794142600795,7/13/22,4146,1
2022_0713_133343,0.09881278247993833,0.1044776119402985,0.10747542037644266,7/13/22,3813,1
2022_0713_133513,0.0882574116702126,0.09969788519637462,0.10182909262664623,7/13/22,3356,1
2022_0713_133742,0.10969403739246185,0.12,0.07269950929122111,7/13/22,3495,1
2022_0713_133943,0.10069403322952031,0.10897435897435898,0.0773343982528739,7/13/22,4319,1
2022_0713_134231,0.11066360859669097,0.11560693641618497,0.06313557174775529,7/13/22,3593,1
2022_0713_134430,0.09730029631083073,0.1016949152542373,0.06958009483350353,7/13/22,3006,1
2022_0713_134655,0.11606940810914426,0.1227154046997389,0.07752564134892082,7/13/22,4008,1
2022_0713_134911,0.11143582322987898,0.11363636363636363,0.06121104235604251,7/13/22,3992,1
2022_0713_135129,0.08656619674591184,0.09385113268608414,0.04669310640451087,7/13/22,3684,1
2022_0713_135412,0.11489388072364948,0.11627906976744186,0.07249545391259082,7/13/22,4088,1
2022_0713_135659,0.07708807322990524,0.08357348703170028,0.0781272623975486,7/13/22,3574,1
2022_0713_135848,0.06843271096561064,0.06666666666666667,0.06105272265638007,7/13/22,3183,1
2022_0713_140019,0.09696740714315047,0.10555555555555556,0.07139537201462484,7/13/22,4322,1
2022_0713_140204,0.10326166604179833,0.1111111111111111,0.0652049176070829,7/13/22,4408,1
2022_0713_140449,0.08231790339345207,0.09202453987730061,0.09348409731096045,7/13/22,3109,1
2022_0713_140617,0.08923611032297994,0.10541310541310542,0.05824895343351176,7/13/22,4096,1
2022_0713_140829,0.09652093427892336,0.1005586592178771,0.0382291011851456,7/13/22,3181,1
2022_0713_141011,0.06166802131524713,0.07142857142857142,0.05465351876897995,7/13/22,3550,1
2022_0713_141211,0.039389489522696663,0.02702702702702703,0.09013618610364234,7/13/22,3386,1
2022_0713_141337,0.03828629976773401,0.03501945525291829,0.037905655029296145,7/13/22,3268,1
2022_0713_141627,0.026203544008473634,0.021052631578947368,0.06007859453460571,7/13/22,3107,1
2022_0713_141952,0.10846671954214368,0.1111111111111111,0.06983793463556219,7/13/22,4041,1
2022_0713_142203,0.042205883996328276,0.031578947368421054,0.08202125312929946,7/13/22,3273,1
2022_0713_142348,0.07465446756844049,0.0707070707070707,0.09250801064821709,7/13/22,3776,1
2022_0713_142600,0.0825686352337581,0.0893371757925072,0.07988383118665433,7/13/22,3016,1
2022_0713_142744,0.09281707567780603,0.09814323607427056,0.06653033098562193,7/13/22,3130,1
2022_0713_143126,0.10201769125257507,0.0755813953488372,0.16950444901015993,7/13/22,3606,1
2022_0713_143421,0.08104734396848685,0.09375,0.09525316265581796,7/13/22,3609,1
2022_0713_143726,0.049748474018546276,0.048484848484848485,0.06895435226529442,7/13/22,3569,1
2022_0713_143915,0.09074908380468769,0.10317460317460317,0.07579811223637686,7/13/22,3932,1
2022_0713_144125,0.07368885079083362,0.08571428571428572,0.0745661133197698,7/13/22,4291,1
2022_0713_144257,0.09481916714050395,0.1111111111111111,0.07257013066548852,7/13/22,4290,1
2022_0713_144505,0.10974416160250852,0.11956521739130435,0.0754862737689233,7/13/22,3970,1
2022_0713_144636,0.09078732954395646,0.1002710027100271,0.0841923171391126,7/13/22,3913,1
2022_0713_144835,0.0797278665925862,0.09004739336492891,0.05251866392850055,7/13/22,4317,1
2022_0713_145013,0.10549367718906756,0.11044776119402985,0.053928280995192486,7/13/22,3638,1
2022_0713_145136,0.066422460409575,0.06761565836298933,0.0825502849564413,7/13/22,3390,1
2022_0713_145303,0.07827654099379681,0.0851063829787234,0.05935488072390194,7/13/22,4281,1
2022_0713_145429,0.08833388243873311,0.0851063829787234,0.06910475651669233,7/13/22,3112,1
2022_0713_145603,0.07957702673401999,0.08108108108108109,0.08828969708847645,7/13/22,3993,1
2022_0713_145754,0.07091295949496378,0.07692307692307693,0.07638678669870509,7/13/22,3381,1
2022_0713_145917,0.09025144695446635,0.10071942446043165,0.06803784997588616,7/13/22,3883,1
2022_0713_150041,0.06901498606074738,0.06948640483383686,0.06810486223676146,7/13/22,4422,1
2022_0713_150223,0.10987102618607592,0.1172069825436409,0.06434385942543837,7/13/22,3172,1
2022_0714_115542,0.0931775356071356,0.09433962264150944,0.04859609739041341,7/14/22,3119,1
2022_0714_115743,0.07601780325668424,0.08708708708708708,0.06250206821838554,7/14/22,3108,1
2022_0714_115952,0.09748522745206498,0.1048951048951049,0.04688351773744587,7/14/22,3237,1
2022_0714_120215,0.09768605285912876,0.10580204778156997,0.05180303230640434,7/14/22,4124,1
2022_0714_120650,0.11369373688540296,0.12757201646090535,0.050310344567436896,7/14/22,4163,1
2022_0714_120949,0.02683025473843655,0.019230769230769232,0.06453402910139788,7/14/22,3937,1
2022_0714_121219,0.09955133931991454,0.11400651465798045,0.06807339922291605,7/14/22,3493,1
2022_0714_121401,0.08838200178334138,0.10135135135135136,0.06134898292647466,7/14/22,3741,1
2022_0714_121745,0.10493690499251461,0.12110726643598616,0.04548797581327439,7/14/22,3522,1
2022_0714_121959,0.018877606065386607,0.013054830287206266,0.06095737848509921,7/14/22,4402,1
2022_0714_122257,0.09465758388830839,0.10596026490066225,0.04324049476205701,7/14/22,4120,1
2022_0714_122454,0.06084696957899854,0.058823529411764705,0.08617948472142362,7/14/22,4042,1
2022_0714_122716,0.09197867158864598,0.10404624277456648,0.056874929690564895,7/14/22,4273,1
2022_0714_122858,0.04484730785673376,0.042492917847025496,0.051485415158190176,7/14/22,3423,1
2022_0714_123106,0.10171820864072638,0.10714285714285714,0.0751858740239854,7/14/22,3120,1
2022_0714_123236,0.10597528896764284,0.11418685121107267,0.05756070028640095,7/14/22,3664,1
2022_0714_123553,0.10348350670445826,0.1021671826625387,0.08147431283717557,7/14/22,4060,1
2022_0714_123755,0.07096421504393173,0.075,0.04296552156302729,7/14/22,3124,1
2022_0714_123950,0.11529946222392007,0.12650602409638553,0.056733311416212996,7/14/22,4035,1
2022_0714_124209,0.1000388351683699,0.1111111111111111,0.06693120564033507,7/14/22,4321,1
2022_0714_124347,0.1087289056287303,0.12269938650306748,0.06748903048180081,7/14/22,3724,1
2022_0714_124535,0.07510841238812822,0.07936507936507936,0.05509318561787273,7/14/22,3742,1
2022_0714_124813,0.11385677458474343,0.1182108626198083,0.07409655746026188,7/14/22,4082,1
2022_0714_125017,0.09996794643103117,0.11272727272727273,0.05814324732458234,7/14/22,3769,1
2022_0714_125214,0.06933538138315087,0.07692307692307693,0.05586145764145794,7/14/22,3440,1
2022_0714_125348,0.07886081993121122,0.0830945558739255,0.0615136295153984,7/14/22,3854,1
2022_0714_125635,0.10093653709526292,0.10404624277456648,0.06143785536176303,7/14/22,3583,1
2022_0714_125954,0.04091347285334,0.03133903133903134,0.07701401264667825,7/14/22,4343,1
2022_0714_130202,0.11788470204774071,0.12578616352201258,0.04172908786148465,7/14/22,4081,1
2022_0714_130402,0.11514133068219187,0.12,0.056276333511032714,7/14/22,3543,1
2022_0714_130537,0.08962934414312795,0.10231023102310231,0.06378832649503204,7/14/22,3337,1
2022_0714_130714,0.09250529678727189,0.10666666666666667,0.07317439386985237,7/14/22,4289,1
2022_0714_130949,0.12360073945038524,0.1301775147928994,0.05160518628014266,7/14/22,3517,1
2022_0714_131137,0.08040347338301221,0.08888888888888889,0.040855460123610965,7/14/22,4323,1
2022_0714_131339,0.11672450790750093,0.12280701754385964,0.05723998500099494,7/14/22,3524,1
2022_0714_131619,0.09768604669326629,0.10979228486646884,0.0435464066857903,7/14/22,4018,1
2022_0714_131843,0.1014913211254989,0.11363636363636363,0.05048684229342051,7/14/22,3566,1
2022_0714_132031,0.08173512083308748,0.09363295880149813,0.04465425050328598,7/14/22,4404,1
2022_0714_132228,0.10625420202844964,0.11173184357541899,0.03635415348164157,7/14/22,3521,1
2022_0714_132401,0.09410830215780888,0.1021671826625387,0.07483398632332261,7/14/22,4258,1
2022_0714_132520,0.036609200921634825,0.030612244897959183,0.08411806397189908,7/14/22,3821,1
2022_0714_132652,0.09442766094175864,0.09971509971509972,0.05899056592691075,7/14/22,4109,1
2022_0714_132907,0.07782609540969408,0.08504398826979472,0.05712748444781657,7/14/22,4085,1
2022_0714_133058,0.10621909255176307,0.11258278145695365,0.07672916134365097,7/14/22,3139,1
2022_0714_133255,0.05573927871861722,0.04065040650406504,0.06173639834470194,7/14/22,3518,1
2022_0714_133435,0.10626359796489213,0.1130952380952381,0.06297529380249986,7/14/22,3113,1
2022_0714_133715,0.09040152477760675,0.09510086455331412,0.04816254543420666,7/14/22,4027,1
2022_0714_133848,0.09896029158591818,0.10850439882697947,0.0534113833092335,7/14/22,3580,1
2022_0714_134041,0.03315456124662575,0.027624309392265192,0.060707069041379305,7/14/22,4344,1
2022_0714_134216,0.029326776486251493,0.027624309392265192,0.07428497520377282,7/14/22,3265,1
2022_0714_134359,0.09384297876030435,0.10344827586206896,0.043572302025543484,7/14/22,4370,1
2022_0714_134544,0.10235393719071877,0.11357340720221606,0.05524800484064917,7/14/22,4067,1
2022_0714_134721,0.02015187075996539,0.0165016501650165,0.049083287376954284,7/14/22,3271,1
2022_0714_134907,0.0970379551669042,0.11382113821138211,0.050305325258795906,7/14/22,4268,1
2022_0714_135145,-0.00288481627844731,-0.0024096385542168677,0.05475299854330223,7/14/22,4136,1
2022_0714_135336,0.016489523469290734,0.014577259475218658,0.0409967232300879,7/14/22,3755,1
2022_0714_141611,0.06362982897312437,0.0684931506849315,0.039675525081658204,7/14/22,3987,1
2022_0714_141823,0.11428645673110183,0.12302839116719243,0.05629978914780074,7/14/22,3056,1
