files,seedling_id,plant_compartment,seedling_sp,soil_type,blk_pixels,area
3241_F.jpg,3241,F,P,C,45587,0.07851110146664737
3242_F.jpg,3242,F,P,C,13468,0.023194935278759446
3243_F.jpg,3243,F,P,C,771,0.0013278359890053113
3244_F.jpg,3244,F,P,C,367215,0.6324270981875297
3245_F.jpg,3245,F,P,C,77626,0.13368948960120142
3250_F.jpg,3250,F,P,C,17293,0.029782448453785797
3251_F.jpg,3251,F,P,C,3017,0.005195954836354117
3252_F.jpg,3252,F,P,C,326116,0.5616453455129132
3254_F.jpg,3254,F,P,C,29711,0.05116904678253801
3255_F.jpg,3255,F,P,C,59379,0.10226403786140906
3258_F.jpg,3258,F,P,C,455,7.836126783364678e-4
3259_F.jpg,3259,F,P,C,6078,0.010467687602041871
3260_F.jpg,3260,F,P,C,72706,0.12521613932116754
3261_F.jpg,3261,F,P,C,158297,0.27262315635742385
3264_F.jpg,3264,F,P,C,102381,0.17632318597970528
3265_F.jpg,3265,F,P,C,5468,0.009417129945371002
3266_F.jpg,3266,F,P,C,208683,0.3593992187984376
3268_F.jpg,3268,F,P,C,9218,0.015875476195396834
3269_F.jpg,3269,F,P,C,3434,0.00591412293935699
3270_F.jpg,3270,F,P,C,1383,0.0023818380970095274
3271_F.jpg,3271,F,P,C,10460,0.01801448047340539
3272_F.jpg,3272,F,P,C,138789,0.2390259780519561
3273_F.jpg,3273,F,P,C,26841,0.046226259119184904
3274_F.jpg,3274,F,P,C,7183,0.01237074696371615
3275_F.jpg,3275,F,P,C,225780,0.38884411102155536
3276_F.jpg,3276,F,P,C,554972,0.9557870226851565
3278_F.jpg,3278,F,P,C,167672,0.2887690219824884
3279_F.jpg,3279,F,P,C,13014,0.02241304482608965
3281_F.jpg,3281,F,P,C,736,0.0012675580906717368
3284_F.jpg,3284,F,P,C,29815,0.051348158251872056
3323_F.jpg,3323,F,P,C,4952,0.008528461501367447
3325_F.jpg,3325,F,P,C,2994,0.005156343646020626
3327_F.jpg,3327,F,P,C,1722,0.0029656725980118626
3331_F.jpg,3331,F,P,C,7250,0.012486136083383278
3333_F.jpg,3333,F,P,C,4171,0.0071834032556954
3334_F.jpg,3334,F,P,C,23477,0.040432691976495065
3335_F.jpg,3335,F,P,C,126853,0.21846949249454053
3337_F.jpg,3337,F,P,C,158006,0.2721219886884218
3338_F.jpg,3338,F,P,C,329079,0.5667483001632669
3339_F.jpg,3339,F,P,C,128515,0.22133183155255198
3348_F.jpg,3348,F,P,C,59704,0.10282376120307796
3349_F.jpg,3349,F,P,C,23490,0.04045508091016182
3356_F.jpg,3356,F,P,C,6391,0.011006744235710693
3358_F.jpg,3358,F,P,C,10365,0.017850869035071402
3359_F.jpg,3359,F,P,C,41211,0.07097464194928389
3364_F.jpg,3364,F,P,C,428419,0.737834197890618
3369_F.jpg,3369,F,P,C,20807,0.03583434944647667
3377_F.jpg,3377,F,P,C,49925,0.08598211640867726
3378_F.jpg,3378,F,P,C,183791,0.31652957750359945
3379_F.jpg,3379,F,P,C,6129,0.010555521111042222
3381_F.jpg,3381,F,P,C,150191,0.258662795103368
3382_F.jpg,3382,F,P,C,185777,0.31994991767761316
3383_F.jpg,3383,F,P,C,166069,0.2860082942388107
3385_F.jpg,3385,F,P,C,129534,0.22308677950689235
3386_F.jpg,3386,F,P,C,573,9.868353070039474e-4
3387_F.jpg,3387,F,P,C,2813,0.004844620800352712
3390_F.jpg,3390,F,P,C,417159,0.7184419368838738
3392_F.jpg,3392,F,P,C,3538,0.00609323440869104
3398_F.jpg,3398,F,P,C,1486,0.0025592273406769036
3400_F.jpg,3400,F,P,C,24746,0.04261819634750381
3412_F.jpg,3412,F,P,C,1719,0.002960505921011842
3414_F.jpg,3414,F,P,C,20054,0.034537513519471486
3415_F.jpg,3415,F,P,C,452,7.784460013364471e-4
3423_F.jpg,3423,F,P,C,59768,0.10293398364574508
3425_F.jpg,3425,F,P,C,7223,0.012439635990383092
3426_F.jpg,3426,F,P,C,28159,0.04849615254786065
3433_F.jpg,3433,F,P,C,3867,0.006659846653026639
3434_F.jpg,3434,F,P,C,85129,0.1466113487782531
3438_F.jpg,3438,F,P,C,16990,0.02926061407678371
3440_F.jpg,3440,F,P,C,124383,0.21421559509785687
3473_F.jpg,3473,F,P,C,285960,0.49248765164196995
3474_F.jpg,3474,F,P,C,3494,0.006017456479357403
3475_F.jpg,3475,F,P,C,23254,0.04004863565282686
3722_F.jpg,3722,F,P,Q,208286,0.3587154952087682
3723_F.jpg,3723,F,P,Q,167335,0.2881886319328194
3724_F.jpg,3724,F,P,Q,612822,1.0554177775022218
3725_F.jpg,3725,F,P,Q,413410,0.7119853128595146
3728_F.jpg,3728,F,P,Q,257324,0.443169997451106
3731_F.jpg,3731,F,P,Q,526565,0.9068637581719607
3732_F.jpg,3732,F,P,Q,753246,1.297259594519189
3734_F.jpg,3734,F,P,Q,824458,1.4199027286943462
3735_F.jpg,3735,F,P,Q,586467,1.01002852005704
3736_F.jpg,3736,F,P,Q,139366,0.24001970226162675
3737_F.jpg,3737,F,P,Q,107143,0.18452442460440477
3738_F.jpg,3738,F,P,Q,70760,0.12186468817382079
3739_F.jpg,3739,F,P,Q,21356,0.036779851337480456
3740_F.jpg,3740,F,P,Q,22985,0.039585356948491676
3741_F.jpg,3741,F,P,Q,649807,1.1191142937841432
3742_F.jpg,3742,F,P,Q,1246,0.00214589318067525
3744_F.jpg,3744,F,P,Q,129022,0.22220499996555548
3745_F.jpg,3745,F,P,Q,569326,0.9805078499045887
3746_F.jpg,3746,F,P,Q,131633,0.22670173118124015
3748_F.jpg,3748,F,P,Q,388236,0.6686300039266745
3751_F.jpg,3751,F,P,Q,469482,0.8085539504412342
3752_F.jpg,3752,F,P,Q,705089,1.2143223730891906
3755_F.jpg,3755,F,P,Q,90214,0.15536886629328814
3756_F.jpg,3756,F,P,Q,562706,0.9691067159912098
3757_F.jpg,3757,F,P,Q,4722,0.008132349598032529
3760_F.jpg,3760,F,P,Q,306844,0.5284546124647805
3764_F.jpg,3764,F,P,Q,194892,0.3356480046293426
3766_F.jpg,3766,F,P,Q,235042,0.40479536514628583
3767_F.jpg,3767,F,P,Q,455926,0.7852074593038075
3769_F.jpg,3769,F,P,Q,542382,0.9341042015417365
3771_F.jpg,3771,F,P,Q,185,3.1861174833460777e-4
3772_F.jpg,3772,F,P,Q,220736,0.38015720475885395
3773_F.jpg,3773,F,P,Q,280459,0.4830136882495987
3774_F.jpg,3774,F,P,Q,183084,0.31531196395726124
3775_F.jpg,3775,F,P,Q,326914,0.5630196815949188
3776_F.jpg,3776,F,P,Q,448898,0.7731036573184258
3777_F.jpg,3777,F,P,Q,463233,0.7977917622501912
3778_F.jpg,3778,F,P,Q,249487,0.42967291490138537
3779_F.jpg,3779,F,P,Q,612930,1.0556037778742224
3780_F.jpg,3780,F,P,Q,12197,0.021005986456417356
3781_F.jpg,3781,F,P,Q,937655,1.6148535074847927
3782_F.jpg,3782,F,P,Q,459394,0.7911801379158314
3783_F.jpg,3783,F,P,Q,542920,0.9350307589504068
3785_F.jpg,3785,F,P,Q,619644,1.0671668010002686
3787_F.jpg,3787,F,P,Q,11353,0.019552427993744875
3789_F.jpg,3789,F,P,Q,344814,0.5938475210283753
3793_F.jpg,3793,F,P,Q,240654,0.41446049558765785
3795_F.jpg,3795,F,P,Q,276655,0.4764623418135725
3798_F.jpg,3798,F,P,Q,20918,0.03602551649547744
3799_F.jpg,3799,F,P,Q,506565,0.8724192448384896
3801_F.jpg,3801,F,P,Q,312352,0.5379406314368185
3803_F.jpg,3803,F,P,Q,633509,1.0910454598686976
3804_F.jpg,3804,F,P,Q,90411,0.15570814474962283
3805_F.jpg,3805,F,P,Q,545822,0.9400286578350935
3806_F.jpg,3806,F,P,Q,39160,0.06744235710693644
3808_F.jpg,3808,F,P,Q,316322,0.5447778673335124
3810_F.jpg,3810,F,P,Q,25554,0.04400975468617604
3812_F.jpg,3812,F,P,Q,16268,0.0280171671454454
3813_F.jpg,3813,F,P,Q,184330,0.3174578571379365
3817_F.jpg,3817,F,P,Q,261625,0.45057729004346897
3821_F.jpg,3821,F,P,Q,20084,0.03458918028947169
3824_F.jpg,3824,F,P,Q,545371,0.9392519340594236
3825_F.jpg,3825,F,P,Q,101227,0.174335737560364
3826_F.jpg,3826,F,P,Q,31418,0.05410888599554977
3827_F.jpg,3827,F,P,Q,816890,1.4068689248489608
3828_F.jpg,3828,F,P,Q,225528,0.38841011015355364
3832_F.jpg,3832,F,P,Q,312433,0.538080131715819
3833_F.jpg,3833,F,P,Q,663334,1.1424108403772364
3834_F.jpg,3834,F,P,Q,71886,0.12380391427449522
3835_F.jpg,3835,F,P,Q,463534,0.7983101521758599
3836_F.jpg,3836,F,P,Q,621258,1.0699464732262798
3837_F.jpg,3837,F,P,Q,240888,0.41486349639365944
3838_F.jpg,3838,F,P,Q,201274,0.3466392488340532
3839_F.jpg,3839,F,P,Q,468979,0.8076876709308974
3840_F.jpg,3840,F,P,Q,730306,1.2577517377256977
3842_F.jpg,3842,F,P,Q,47744,0.08222594222966224
3843_F.jpg,3843,F,P,Q,207248,0.35692782496676106
3844_F.jpg,3844,F,P,Q,684212,1.1783674678460467
