seedling_id,seedling sp.,soil type,dead,diameter_mm,height_cm,stem_2_diameter_mm,stem_2_height_cm,notes,observer,date,timepoint
3959,P,Q,,1.89,2.1,,,sprout,,11/9,2
3957,P,Q,,1.55,2.6,,,,,11/9,2
3955,P,Q,,1.81,3.2,,,,,11/9,2
3954,P,Q,,1.81,3.8,,,,,11/9,2
3777,P,Q,,1.8,4.1,,,,,11/9,2
3769,P,Q,,1.83,3.5,,,,,11/9,2
3778,P,Q,,1.85,4.8,,,,,11/9,2
3780,P,Q,,1.73,4.6,,,,,11/9,2
3771,P,Q,,1.89,5,,,,,11/9,2
3773,P,Q,,1.48,2.6,,,,,11/9,2
3772,P,Q,,2.09,4.9,,,,,11/9,2
3785,P,Q,,2.1,2.9,,,sprout,,11/9,2
3783,P,Q,,1.62,3.5,,,,,11/9,2
3781,P,Q,,1.94,3.2,,,,,11/9,2
3782,P,Q,,2,3.2,,,,,11/9,2
3779,P,Q,,2.11,3.1,,,,,11/9,2
3775,P,Q,,1.7,3.6,,,,,11/9,2
3776,P,Q,,1.61,2.6,,,,,11/9,2
3774,P,Q,,1.59,2.8,,,,,11/9,2
3810,P,Q,,1.41,2.7,,,sprout,,11/9,2
3787,P,Q,,1.57,3.4,,,,,11/9,2
3789,P,Q,,1.73,3.5,,,,,11/9,2
3799,P,Q,,1.77,3.6,,,,,11/9,2
3796,P,Q,,1.85,3,,,,,11/9,2
3795,P,Q,,1.85,3.2,,,sprout,,11/9,2
3793,P,Q,,1.92,3.7,,,,,11/9,2
3798,P,Q,,1.62,2.8,,,,,11/9,2
3801,P,Q,,1.64,3.9,,,,,11/9,2
3803,P,Q,,1.59,2.9,,,,,11/9,2
3804,P,Q,,1.72,3.9,,,,,11/9,2
3806,P,Q,,1.88,4.4,,,,,11/9,2
3814,P,Q,,1.58,3.4,,,,,11/9,2
3812,P,Q,,1.57,3.5,,,,,11/9,2
3813,P,Q,,1.54,3.5,,,sprout,,11/9,2
3805,P,Q,,1.68,3.6,,,,,11/9,2
3811,P,Q,,1.58,4,,,,,11/9,2
3808,P,Q,,1.51,3.1,,,,,11/9,2
4344,P,P,,1.98,3.5,,,,,11/9,2
4343,P,P,,1.47,3.6,,,,,11/9,2
4342,P,P,,1.58,3.4,,,,,11/9,2
4341,P,P,,1.84,4.2,,,,,11/9,2
4340,P,P,,1.33,3.7,,,,,11/9,2
4338,P,P,,2.17,3.6,,,,,11/9,2
4336,P,P,,2.04,3.4,,,,,11/9,2
4335,P,P,,1.85,3.1,,,,,11/9,2
4334,P,P,,1.78,2.7,,,,,11/9,2
4333,P,P,,1.58,3.7,,,,,11/9,2
4332,P,P,,1.72,3.8,,,,,11/9,2
4330,P,P,,2.05,3.4,,,,,11/9,2
4329,P,P,,1.95,2.8,,,,,11/9,2
4328,P,P,,1.6,3.5,,,,,11/9,2
4327,P,P,,1.82,3.7,,,,,11/9,2
4326,P,P,,1.54,3.4,,,,,11/9,2
4302,P,P,,1.94,3.1,,,,,11/9,2
4325,P,P,,1.76,3.1,,,,,11/9,2
4324,P,P,,1.69,3.6,,,,,11/9,2
4323,P,P,,1.77,3.1,,,,,11/9,2
4322,P,P,,1.54,3.2,,,,,11/9,2
4321,P,P,,2.03,2.9,,,sprout,,11/9,2
4320,P,P,,1.89,3.6,,,,,11/9,2
4319,P,P,,1.59,3.5,,,,,11/9,2
4318,P,P,,1.87,4.3,,,sprout,,11/9,2
4317,P,P,,1.72,3,,,,,11/9,2
4316,P,P,,1.68,3.1,,,,,11/9,2
4315,P,P,,1.8,3.1,,,,,11/9,2
4312,P,P,,1.62,3.1,,,,,11/9,2
4311,P,P,,1.96,3.2,,,,,11/9,2
4310,P,P,,1.39,4.2,,,,,11/9,2
4309,P,P,,1.86,2.4,,,,,11/9,2
4308,P,P,,1.83,3.3,,,,,11/9,2
4307,P,P,,1.8,3.5,,,,,11/9,2
4305,P,P,,1.93,4,,,,,11/9,2
4304,P,P,,1.29,2.3,,,sprout,,11/9,2
4303,P,P,,1.64,2.7,,,,,11/9,2
4297,P,P,,1.98,2.5,,,,,11/9,2
4300,P,P,,1.68,2.7,,,,,11/9,2
4299,P,P,,2,4.1,,,,,11/9,2
4438,P,P,,1.66,3.4,,,,,11/9,2
4437,P,P,,1.73,2.4,,,,,11/9,2
4440,P,P,,1.55,2.4,,,,,11/9,2
4436,P,P,,1.9,4.3,,,,,11/9,2
4435,P,P,,1.73,2.9,,,,,11/9,2
4439,P,P,,2.03,3.3,,,,,11/9,2
4426,P,P,,1.62,3.3,,,,,11/9,2
4425,P,P,,1.64,2.7,,,,,11/9,2
4424,P,P,,1.79,3.8,,,,,11/9,2
4423,P,P,,1.46,2.9,,,,,11/9,2
4422,P,P,,2.12,4.6,,,,,11/9,2
4421,P,P,,1.48,3.3,,,,,11/9,2
4420,P,P,,1.77,2.5,,,,,11/9,2
4429,P,P,,2.77,3.8,,,,,11/9,2
4434,P,P,,1.54,3.7,,,,,11/9,2
4431,P,P,,1.65,3.1,,,,,11/9,2
4416,P,P,,1.61,2.5,,,,,11/9,2
4415,P,P,,2.16,3.5,,,,,11/9,2
4405,P,P,,1.56,4.2,,,,,11/9,2
4413,P,P,,2.19,5,,,,,11/9,2
4404,P,P,,1.78,2.8,,,,,11/9,2
4412,P,P,,1.67,3.2,,,,,11/9,2
4403,P,P,,1.96,3.1,,,,,11/9,2
4402,P,P,,1.96,3.5,,,,,11/9,2
4401,P,P,,1.89,3,,,,,11/9,2
4398,P,P,,2.09,3.7,,,,,11/9,2
4410,P,P,,2.02,4.8,,,,,11/9,2
4397,P,P,,1.61,3.4,,,,,11/9,2
4408,P,P,,1.92,2.8,,,,,11/9,2
4417,P,P,,1.51,2.5,,,,,11/9,2
4400,P,P,,1.54,3.3,,,,,11/9,2
4396,P,P,,1.69,4,,,,,11/9,2
4418,P,P,,1.58,2.3,,,sprout,,11/9,2
4393,P,P,,1.74,3.3,,,sprout,,11/9,2
4394,P,P,,1.95,2.8,,,,,11/9,2
4407,P,P,,1.75,4,,,,,11/9,2
4419,P,P,,1.72,3.9,,,,,11/9,2
4399,P,P,,1.61,4.7,,,,,11/9,2
4296,P,P,,1.48,2.9,,,,,11/9,2
4293,P,P,,1.99,3.4,,,,,11/9,2
4292,P,P,,1.72,3.9,,,sprout,,11/9,2
4291,P,P,,1.38,2.2,,,,,11/9,2
4290,P,P,,1.72,4.3,,,,,11/9,2
4289,P,P,,1.73,3,,,,,11/9,2
4288,P,P,,1.86,4,,,,,11/9,2
4286,P,P,,1.93,3.8,,,,,11/9,2
4285,P,P,,2.31,4.1,,,,,11/9,2
4283,P,P,,1.92,2,,,sprout,,11/9,2
4284,P,P,,2.04,4.6,,,,,11/9,2
4282,P,P,,1.99,3.3,,,,,11/9,2
4281,P,P,,1.8,3.6,,,,,11/9,2
4280,P,P,,2.01,3.6,,,,,11/9,2
4279,P,P,,1.54,2.9,,,sprout,,11/9,2
4278,P,P,,1.94,3.2,,,,,11/9,2
4277,P,P,,1.82,2.8,,,sprout,,11/9,2
4276,P,P,,1.98,4.1,,,,,11/9,2
4274,P,P,,1.85,3.8,,,sprout,,11/9,2
4273,P,P,,1.71,3,,,sprout,,11/9,2
4270,P,P,,1.56,2.9,,,,,11/9,2
4269,P,P,,1.83,2.9,,,,,11/9,2
4268,P,P,,1.8,2,,,,,11/9,2
4266,P,P,,2.15,4.5,,,,,11/9,2
4265,P,P,,1.72,2.8,,,,,11/9,2
4263,P,P,,2.03,4.1,,,,,11/9,2
4262,P,P,,1.88,2.8,,,,,11/9,2
4261,P,P,,1.86,2,,,,,11/9,2
4260,P,P,,1.93,4,,,sprout,,11/9,2
4258,P,P,,2.01,4.1,,,,,11/9,2
4257,P,P,,1.99,3.8,,,,,11/9,2
4256,P,P,,2.19,4.5,,,,,11/9,2
4255,P,P,,2,3.8,,,,,11/9,2
4254,P,P,,2.02,3.1,,,,,11/9,2
4253,P,P,,2.1,3.8,,,,,11/9,2
4251,P,P,,1.8,3.7,,,,,11/9,2
4249,P,P,,1.89,4.5,,,,,11/9,2
4271,P,P,,1.82,4,,,sprout,,11/9,2
4247,P,P,,1.77,2.7,,,,,11/9,2
4246,P,P,,1.86,2.9,,,,,11/9,2
4244,P,P,,1.35,2,,,,,11/9,2
4243,P,P,,1.99,3.8,,,,,11/9,2
4242,P,P,,1.65,3.4,,,,,11/9,2
4241,P,P,,1.93,2.6,,,,,11/9,2
4240,P,P,,1.74,2.3,,,,,11/9,2
4239,P,P,,1.82,3.2,,,,,11/9,2
4238,P,P,,1.59,3.4,,,,,11/9,2
4237,P,P,,1.77,2.8,,,,,11/9,2
4236,P,P,,1.91,2.3,,,,,11/9,2
4235,P,P,,1.8,2.8,,,,,11/9,2
4234,P,P,,1.75,2.7,,,,,11/9,2
4233,P,P,,2.09,3.6,,,,,11/9,2
4232,P,P,,1.96,3.3,,,,,11/9,2
4231,P,P,,1.83,2.4,,,,,11/9,2
4230,P,P,,1.78,1.8,,,,,11/9,2
4229,P,P,,1.82,2.2,,,,,11/9,2
4228,P,P,,1.45,3,,,,,11/9,2
4227,P,P,,1.56,2.6,,,,,11/9,2
4226,P,P,,1.75,2.4,,,,,11/9,2
4223,P,P,,1.69,2.8,,,,,11/9,2
4224,P,P,,1.49,2.6,,,,,11/9,2
4222,P,P,,1.66,1.8,,,,,11/9,2
4221,P,P,,1.77,2.9,,,,,11/9,2
4219,P,P,,1.5,3,,,,,11/9,2
4216,P,P,,1.93,3.5,,,sprout,,11/9,2
4218,P,P,,2.12,3.4,,,,,11/9,2
4213,P,P,,2.14,4.3,,,,,11/9,2
4212,P,P,,1.83,3.5,,,,,11/9,2
4210,P,P,,1.66,2.6,,,,,11/9,2
4209,P,P,,1.87,3,,,,,11/9,2
4208,P,P,,1.83,4.7,,,,,11/9,2
4207,P,P,,2.22,2.9,,,,,11/9,2
4205,P,P,,1.74,4,,,,,11/9,2
4202,P,P,,1.77,3.5,,,,,11/9,2
4201,P,P,,1.52,3.2,,,,,11/9,2
4345,P,P,,2.23,2.3,,,,,11/9,2
4362,P,P,,2.04,3.7,,,,,11/9,2
4346,P,P,,2.06,3.1,,,,,11/9,2
4376,P,P,,1.89,3.5,,,,,11/9,2
4391,P,P,,2.02,3.9,,,,,11/9,2
4390,P,P,,1.72,3.1,,,,,11/9,2
4392,P,P,,2.03,2.8,,,sprout,,11/9,2
4388,P,P,,2.17,3.9,,,,,11/9,2
4348,P,P,,1.68,3.2,,,,,11/9,2
4351,P,P,,1.91,2.9,,,,,11/9,2
4387,P,P,,1.61,2.7,,,sprout,,11/9,2
4386,P,P,,1.96,4.5,,,,,11/9,2
4384,P,P,,1.62,1.8,,,,,11/9,2
4383,P,P,,2.5,3,,,,,11/9,2
4374,P,P,,2.24,4.3,,,,,11/9,2
4373,P,P,,1.65,3.2,,,sprout,,11/9,2
4372,P,P,,1.97,4.2,,,,,11/9,2
4371,P,P,,1.87,4.4,,,,,11/9,2
4368,P,P,,1.97,2.1,,,,,11/9,2
4369,P,P,,2.19,2.9,,,,,11/9,2
4354,P,P,,1.73,3.2,,,sprout,,11/9,2
4358,P,P,,1.71,2,,,,,11/9,2
4363,P,P,,1.63,2.1,,,,,11/9,2
4370,P,P,,1.77,5.2,,,,,11/9,2
4364,P,P,,2.02,3.9,,,sprout,,11/9,2
4353,P,P,,1.89,3.4,,,,,11/9,2
4380,P,P,,2.15,3.1,,,,,11/9,2
4379,P,P,,1.76,3,,,,,11/9,2
4378,P,P,,1.63,1,,,,,11/9,2
4377,P,P,,1.82,4.4,,,,,11/9,2
4350,P,P,,2.46,5.3,,,,,11/9,2
4361,P,P,,1.69,3.5,,,,,11/9,2
4367,P,P,,1.99,3,,,sprout,,11/9,2
3390,P,C,,1.62,4.6,,,,AS,11/10,2
3386,P,C,,1.63,2.8,,,sprout,,11/10,2
3385,P,C,,1.97,4.3,,,,,11/10,2
3412,P,C,,1.89,4.7,,,,,11/10,2
3424,P,C,,2.2,4.2,,,,,11/10,2
3392,P,C,,1.89,3.1,,,,,11/10,2
3388,P,C,,1.91,4.2,,,,,11/10,2
3387,P,C,,1.87,2.5,,,sprout,,11/10,2
3414,P,C,,2.02,3.2,,,,,11/10,2
3423,P,C,,1.85,3.1,,,,,11/10,2
3425,P,C,,2.13,4,,,,,11/10,2
3396,P,C,,1.86,3.6,,,,,11/10,2
3394,P,C,,1.72,2.7,,,sprout,,11/10,2
3415,P,C,,1.73,3.6,,,,,11/10,2
3426,P,C,,1.88,5.1,,,,,11/10,2
3398,P,C,,1.43,3.5,,,,,11/10,2
3405,P,C,,2.13,3.5,,,,,11/10,2
3400,P,C,,2.04,4,,,,,11/10,2
3406,P,C,,1.61,2.3,,,,,11/10,2
3305,P,C,,1.63,2.8,,,,,11/10,2
3290,P,C,,1.99,4.4,,,,,11/10,2
3321,P,C,,1.71,3.2,,,,,11/10,2
3311,P,C,,1.59,3.7,,,,,11/10,2
3314,P,C,,1.72,3.5,,,,,11/10,2
3322,P,C,,1.9,3.6,,,,,11/10,2
3323,P,C,,1.86,3.3,,,,,11/10,2
3327,P,C,,1.55,2.6,,,sprout,,11/10,2
3289,P,C,,1.85,3.1,,,,,11/10,2
3293,P,C,,1.74,2.4,,,,,11/10,2
3292,P,C,,1.9,3.3,,,,,11/10,2
3309,P,C,,1.99,3,,,,,11/10,2
3300,P,C,,2.03,4.2,,,,,11/10,2
3318,P,C,,1.81,3.4,,,,,11/10,2
3324,P,C,,1.89,3.8,,,,,11/10,2
3295,P,C,,1.68,2.7,,,,,11/10,2
3296,P,C,,1.84,4.3,,,,,11/10,2
3291,P,C,,2.26,4.4,,,,,11/10,2
3304,P,C,,1.98,4,,,,,11/10,2
3303,P,C,,1.98,4.2,,,,,11/10,2
3319,P,C,,1.97,4.3,,,,,11/10,2
3325,P,C,,1.98,4.4,,,,,11/10,2
3331,P,C,,1.85,3.4,,,,,11/10,2
3315,P,C,,1.54,3.8,,,,,11/10,2
3313,P,C,,1.88,4,,,,,11/10,2
3312,P,C,,1.87,3.9,,,,,11/10,2
3301,P,C,,1.54,3.3,,,,,11/10,2
3317,P,C,,1.54,2.5,,,,,11/10,2
3326,P,C,,1.98,3,,,sprout,,11/10,2
3328,P,C,,2.05,3.7,,,,,11/10,2
3334,P,C,,2.06,2.9,,,,,11/10,2
3308,P,C,,2.07,4,,,,,11/10,2
3302,P,C,,1.83,4.1,,,,,11/10,2
3299,P,C,,1.84,2.9,,,,,11/10,2
3298,P,C,,1.94,5.2,,,,,11/10,2
3320,P,C,,2.15,5.1,,,,,11/10,2
3316,P,C,,1.74,4.9,,,,,11/10,2
3330,P,C,,2.18,4.1,,,,,11/10,2
3333,P,C,,1.83,3,,,,,11/10,2
3310,P,C,,1.81,3.9,,,,,11/10,2
3294,P,C,,1.67,2.4,,,,,11/10,2
3297,P,C,,1.94,3.7,,,,,11/10,2
3332,P,C,,1.99,3.8,,,,,11/10,2
3306,P,C,,1.76,4.1,,,,,11/10,2
3307,P,C,,1.82,4.2,,,,,11/10,2
3336,P,C,,1.97,4.1,,,,,11/10,2
3335,P,C,,1.84,4.4,,,,,11/10,2
3283,P,C,,1.59,3.7,,,,,11/10,2
3272,P,C,,1.68,4,,,,,11/10,2
3262,P,C,,1.84,3.2,,,,,11/10,2
3256,P,C,,1.86,3.2,,,,,11/10,2
3253,P,C,,1.77,3.9,,,,,11/10,2
3247,P,C,,2.22,3.3,,,,,11/10,2
3248,P,C,,1.48,3.4,,,,,11/10,2
3285,P,C,,1.64,3.8,,,,,11/10,2
3282,P,C,,1.93,4.1,,,,,11/10,2
3265,P,C,,1.87,3.4,,,,,11/10,2
3273,P,C,,1.97,4.8,,,,,11/10,2
3254,P,C,,1.82,3,,,,,11/10,2
3250,P,C,,2.13,3.6,,,,,11/10,2
3249,P,C,,1.73,3.3,,,,,11/10,2
3284,P,C,,2,4.7,,,,,11/10,2
3279,P,C,,1.74,4,,,,,11/10,2
3268,P,C,,1.95,4.5,,,,,11/10,2
3271,P,C,,1.76,2.8,,,,,11/10,2
3261,P,C,,1.59,3.1,,,,,11/10,2
3258,P,C,,2.06,3.9,,,,,11/10,2
3243,P,C,,1.54,4.1,,,,,11/10,2
3242,P,C,,1.81,3.6,,,,,11/10,2
3278,P,C,,1.7,2.6,,,,,11/10,2
3269,P,C,,2.04,3.7,,,,,11/10,2
3270,P,C,,2.07,3.4,,,,,11/10,2
3252,P,C,,1.84,4,,,,,11/10,2
3241,P,C,,2.1,3.5,,,,,11/10,2
3244,P,C,,1.79,3.8,,,,,11/10,2
3286,P,C,,1.53,2.5,,,,,11/10,2
3281,P,C,,1.78,3.4,,,,,11/10,2
3274,P,C,,1.83,4.6,,,,,11/10,2
3254,P,C,,2.26,4.5,,,,,11/10,2
3260,P,C,,2.25,4.6,,,,,11/10,2
3266,P,C,,1.74,3,,,,,11/10,2
3245,P,C,,1.83,2.4,,,,,11/10,2
3288,P,C,,1.67,5,,,,,11/10,2
3277,P,C,,1.78,3.6,,,,,11/10,2
3276,P,C,,1.7,3.5,,,sprout,,11/10,2
3275,P,C,,1.81,2.6,,,,,11/10,2
3267,P,C,,1.36,2.5,,,,,11/10,2
3264,P,C,,1.74,4.9,,,,,11/10,2
3251,P,C,,1.72,4,,,sprout,,11/10,2
3255,P,C,,1.97,3,,,,,11/10,2
3471,P,C,,1.81,3.7,,,sprout,,11/10,2
3467,P,C,,1.69,2.7,,,sprout,,11/10,2
3460,P,C,,2.06,3.8,,,,,11/10,2
3461,P,C,,1.76,3.9,,,,,11/10,2
3451,P,C,,2.14,3,,,sprout,,11/10,2
3438,P,C,,1.73,2.4,,,,,11/10,2
3475,P,C,,1.97,3.5,,,,,11/10,2
3474,P,C,,1.74,3.8,,,,,11/10,2
3477,P,C,,1.9,4,,,,,11/10,2
3468,P,C,,1.94,3.3,,,,,11/10,2
3458,P,C,,1.91,3.3,,,,,11/10,2
3459,P,C,,1.74,4.6,,,,,11/10,2
3450,P,C,,1.9,3.2,,,,,11/10,2
3436,P,C,,1.02,2.2,,,,,11/10,2
3473,P,C,,2.02,3.6,,,,,11/10,2
3433,P,C,,1.89,3.6,,,,,11/10,2
3472,P,C,,1.71,4.8,,,,,11/10,2
3469,P,C,,2.01,3.5,,,,,11/10,2
3457,P,C,,1.74,3.6,,,,,11/10,2
3453,P,C,,1.83,3.1,,,,,11/10,2
3437,P,C,,1.98,3.9,,,,,11/10,2
3449,P,C,,2.16,4.1,,,,,11/10,2
3441,P,C,,1.8,3.4,,,,,11/10,2
3440,P,C,,1.83,3.1,,,,,11/10,2
3470,P,C,,1.95,2.4,,,,,11/10,2
3465,P,C,,1.67,2.3,,,,,11/10,2
3454,P,C,,1.42,2.4,,,,,11/10,2
3439,P,C,,1.62,2.9,,,,,11/10,2
3445,P,C,,1.92,3.6,,,,,11/10,2
3442,P,C,,1.92,3.6,,,,,11/10,2
3434,P,C,,1.86,3.7,,,,,11/10,2
3478,P,C,,1.85,3.3,,,,,11/10,2
3462,P,C,,1.83,3.6,,,,,11/10,2
3464,P,C,,1.56,1.9,,,,,11/10,2
3452,P,C,,1.56,2.3,,,,,11/10,2
3446,P,C,,2.31,3.6,,,,,11/10,2
3435,P,C,,1.94,3.5,,,,,11/10,2
3480,P,C,,1.61,3.5,,,sprout,,11/10,2
3463,P,C,,2.1,3.5,,,,,11/10,2
3466,P,C,,1.9,2.5,,,,,11/10,2
3455,P,C,,1.95,3.3,,,,,11/10,2
3448,P,C,,2.03,3.3,,,sprout,,11/10,2
3444,P,C,,2.01,4.5,,,sprout,,11/10,2
3447,P,C,,1.96,3.6,,,,,11/10,2
3443,P,C,,1.33,3.2,,,,,11/10,2
3370,P,C,,1.47,3.9,,,,,11/10,2
3369,P,C,,1.75,2.9,,,,,11/10,2
3344,P,C,,1.84,2.8,,,sprout,,11/10,2
3351,P,C,,1.81,4,,,,,11/10,2
3380,P,C,,1.65,2,,,,,11/10,2
3384,P,C,,1.49,0.7,,,,,11/10,2
3357,P,C,,1.67,1.9,,,sprout,,11/10,2
3368,P,C,,1.6,2.8,,,,,11/10,2
3373,P,C,,1.51,2.1,,,,,11/10,2
3343,P,C,,1.58,3,,,,,11/10,2
3374,P,C,,1.46,2.4,,,,,11/10,2
3381,P,C,,1.99,3.4,,,,,11/10,2
3382,P,C,,1.42,1.16,,,,,11/10,2
3365,P,C,,1.51,1.5,,,,,11/10,2
3356,P,C,,1.68,2,,,,,11/10,2
3363,P,C,,1.73,4.3,,,,,11/10,2
3371,P,C,,1.93,4.2,,,,,11/10,2
3367,P,C,,1.91,4.4,,,,,11/10,2
3359,P,C,,1.88,2.7,,,,,11/10,2
3348,P,C,,1.68,1.7,,,,,11/10,2
3378,P,C,,1.86,3.4,,,,,11/10,2
3339,P,C,,1.55,2.1,,,,,11/10,2
3362,P,C,,1.64,3.3,,,,,11/10,2
3372,P,C,,1.74,3.4,,,,,11/10,2
3366,P,C,,1.8,1.3,,,,,11/10,2
3364,P,C,,2.22,3.9,,,,,11/10,2
3379,P,C,,2.01,2.4,,,sprout,,11/10,2
3352,P,C,,1.75,2.6,,,,,11/10,2
3375,P,C,,1.86,3.2,,,,,11/10,2
3353,P,C,,1.29,2.2,,,,,11/10,2
3347,P,C,,1.66,2.5,,,,,11/10,2
3358,P,C,,1.96,3.1,,,,,11/10,2
3377,P,C,,1.46,2.4,,,,,11/10,2
3349,P,C,,1.99,2.4,,,,,11/10,2
3342,P,C,,1.63,1.4,,,,,11/10,2
3354,P,C,,1.83,3.3,,,,,11/10,2
3376,P,C,,1.83,2.7,,,,,11/10,2
3361,P,C,,1.51,2.7,,,sprout,,11/10,2
3341,P,C,,2,3.5,,,sprout,,11/10,2
3338,P,C,,1.9,2.9,,,,,11/10,2
3337,P,C,,1.59,2.2,,,,,11/10,2
3383,P,C,,1.63,1.5,,,,,11/10,2
3680,Q,Q,,4.15,5.6,,,,AS,11/11,2
3681,Q,Q,,3.27,5.7,,,,,11/11,2
3678,Q,Q,,3.69,3.1,,,,,11/11,2
3673,Q,Q,,3.32,6.1,,6.1,,,11/11,2
3684,Q,Q,,4.73,6.6,,13.3,,,11/11,2
3679,Q,Q,,4.16,6,,,,,11/11,2
3683,Q,Q,,4.48,12.6,,,,,11/11,2
3682,Q,Q,,2.75,8.8,1.43,2.2,,,11/11,2
3685,Q,Q,,5.02,13.5,,,,,11/11,2
3691,Q,Q,,5.38,11,,,,,11/11,2
3698,Q,Q,,3.58,9.4,,,,,11/11,2
3697,Q,Q,,4.87,15.4,,,,,11/11,2
3695,Q,Q,,4.57,10,1.6,3.5,,,11/11,2
3688,Q,Q,,3.65,3.5,,,,,11/11,2
3692,Q,Q,,3.82,9.7,,,,,11/11,2
3690,Q,Q,,3.62,6.5,,,,,11/11,2
3693,Q,Q,,4.61,6.9,,8,,,11/11,2
3696,Q,Q,,5.08,20.6,,,,,11/11,2
3700,Q,Q,,5.13,17.8,,,,,11/11,2
3701,Q,Q,,4.29,10.9,,,,,11/11,2
3704,Q,Q,,4.55,3.9,,,,,11/11,2
3707,Q,Q,,4.24,7.9,,,,,11/11,2
3702,Q,Q,,4.56,7.3,,,,,11/11,2
3714,Q,Q,,4.38,11,,,,,11/11,2
3709,Q,Q,,4.57,7.1,,,,,11/11,2
3715,Q,Q,,4.81,6.4,,,,,11/11,2
3713,Q,Q,,5.42,7.1,,,,,11/11,2
3699,Q,Q,,4.61,5.8,,,,,11/11,2
3717,Q,Q,,3.46,14,,,,,11/11,2
3705,Q,Q,,4.26,8.2,,,,,11/11,2
3708,Q,Q,,4.54,17.8,,13.8,,,11/11,2
3711,Q,Q,,4.82,21.4,,,,,11/11,2
3718,Q,Q,,3.79,4.2,,,,,11/11,2
3719,Q,Q,,4.47,4.4,,,,,11/11,2
3720,Q,Q,,4.68,7.5,1.8,4,,,11/11,2
3488,Q,Q,,3.16,3.1,,,,,11/11,2
3487,Q,Q,,4.16,11.1,,,,,11/11,2
3486,Q,Q,,2.94,3.9,,,,,11/11,2
3484,Q,Q,,3.77,6.3,,9.9,,,11/11,2
3481,Q,Q,,2.35,4.3,,,,,11/11,2
3494,Q,Q,,2.93,5.8,,,,,11/11,2
3482,Q,Q,,3.43,4.5,,,,,11/11,2
3493,Q,Q,,3.2,4.1,,,,,11/11,2
3498,Q,Q,,3.72,4.4,,,,,11/11,2
3492,Q,Q,,5.17,5.7,,,,,11/11,2
3495,Q,Q,,3.8,5,,,,,11/11,2
3505,Q,Q,,4.06,10.8,,,,,11/11,2
3497,Q,Q,,4.33,8.5,,,,,11/11,2
3483,Q,Q,,3.9,6.9,,,,,11/11,2
3489,Q,Q,,4.9,23.7,,,,,11/11,2
3504,Q,Q,,4.39,16.2,,,,,11/11,2
3502,Q,Q,,4.27,8.2,,,,,11/11,2
3508,Q,Q,,4.22,9.5,,,,,11/11,2
3496,Q,Q,,4.12,11.8,,,,,11/11,2
3506,Q,Q,,4.83,7,,,,,11/11,2
3509,Q,Q,,4.88,9,,,,,11/11,2
3511,Q,Q,,3.77,6.3,,,,,11/11,2
3520,Q,Q,,,,,,bg,,11/11,2
3519,Q,Q,,4.27,8.5,,,,,11/11,2
3518,Q,Q,,5.04,16.3,,,,,11/11,2
3517,Q,Q,,4.61,5.8,,,,,11/11,2
3513,Q,Q,,3.38,5.5,,,,,11/11,2
3516,Q,Q,,3.57,8.9,1.96,6.1,,,11/11,2
3523,Q,Q,,2.13,2.1,,,,,11/11,2
3521,Q,Q,,4.67,12.2,,,,,11/11,2
3522,Q,Q,,4.72,21.2,,,,,11/11,2
3524,Q,Q,,1.53,3,1.53,2.9,,,11/11,2
3525,Q,Q,,3.18,6.8,,,,,11/11,2
3527,Q,Q,,4.65,10.7,2.07,5.6,,,11/11,2
3632,Q,Q,,3.99,7.3,,,,,11/11,2
3629,Q,Q,,4.19,12.1,,,,,11/11,2
3627,Q,Q,,2.99,9,,,,,11/11,2
3628,Q,Q,,3.64,3.9,,,,,11/11,2
3626,Q,Q,,3.14,7.4,,5.6,,,11/11,2
3631,Q,Q,,4.25,22.3,,,,,11/11,2
3630,Q,Q,,4.75,9,,,,,11/11,2
3638,Q,Q,,4.05,6.9,,,,,11/11,2
3645,Q,Q,,5.05,7.5,,,,,11/11,2
3647,Q,Q,,3.58,11.9,,,,,11/11,2
3642,Q,Q,,3.98,5,,5.6,,,11/11,2
3644,Q,Q,,4.58,15.4,,,,,11/11,2
3646,Q,Q,,4.33,9.5,,,,,11/11,2
3643,Q,Q,,2.27,7,,,,,11/11,2
3641,Q,Q,,4.06,10.7,,,,,11/11,2
3640,Q,Q,,4.27,7.5,,,,,11/11,2
3651,Q,Q,,5.36,15.9,,,,,11/11,2
3654,Q,Q,,4.2,7.5,,,,,11/11,2
3649,Q,Q,,5.84,8.4,,,,,11/11,2
3650,Q,Q,,3.53,6.4,,,,,11/11,2
3653,Q,Q,,4.55,9.4,,,,,11/11,2
3652,Q,Q,,4.72,10.4,,,,,11/11,2
3662,Q,Q,,4.9,17.3,,,,,11/11,2
3658,Q,Q,,4.44,8.1,,,,,11/11,2
3655,Q,Q,,4.74,9.9,,,,,11/11,2
3659,Q,Q,,3.66,10.3,,,,,11/11,2
3665,Q,Q,,4.14,6.9,,7.5,,,11/11,2
3664,Q,Q,,5.62,7.8,,,,,11/11,2
3670,Q,Q,,3.16,7.3,,,,,11/11,2
3669,Q,Q,,4.35,10.1,,11.5,,,11/11,2
3672,Q,Q,,3.65,4,,,,,11/11,2
3543,Q,Q,,3.99,4.4,,,,AS,11/12,2
3567,Q,Q,,4.07,6.8,,,,,11/12,2
3559,Q,Q,,3.13,7.1,,,,,11/12,2
3530,Q,Q,,3.93,5.1,,,,,11/12,2
3531,Q,Q,,3.03,5,,7.2,,,11/12,2
