seedling_id,seedling_sp,soil_type,neighb_sp,neighb_st,drought_treat,compartment,mass,plant_compartment,area,sapwood_diameter,sapwood_area
3858,P,Q,P,Q,D,B,2.228,belowground,3.0064979574403594,2.33,4.263848089268407
3832,P,Q,P,Q,D,B,1.757,belowground,2.7559365118730237,2.36,4.374353610858427
4241,P,P,P,P,D,B,0.809,belowground,1.338486232528021,NA,NA
4362,P,P,P,P,D,B,0.718,belowground,1.2467570490696538,NA,NA
3617,Q,Q,Q,Q,D,B,4.525,belowground,7.417827446766005,4.52,16.045998637475222
3592,Q,Q,Q,Q,D,B,4.913,belowground,6.08751834170335,6.41,32.270518277490694
3279,P,C,P,C,D,B,0.37,belowground,0.44676083796612043,NA,NA
3281,P,C,P,C,D,B,0.496,belowground,0.7731432685087593,NA,NA
3255,P,C,P,P,D,B,0.638,belowground,0.9045800869379516,2.15,3.6305030103047042
4327,P,P,P,C,D,B,2.059,belowground,3.708632139486501,2.65,5.5154586024585806
4240,P,P,P,Q,D,B,0.993,belowground,1.770174151459414,1.95,2.9864765163187967
3722,P,Q,P,P,D,B,1.374,belowground,2.344460633365711,2.15,3.6305030103047042
3582,Q,Q,P,P,D,B,4.779,belowground,10.268968593492742,NA,NA
4416,P,P,Q,Q,D,B,1.114,belowground,1.9439742768374424,NA,NA
4271,P,P,P,Q,D,B,0.324,belowground,0.4937155985423082,NA,NA
3757,P,Q,P,P,D,B,0.296,belowground,0.4254741287260352,NA,NA
3735,P,Q,P,Q,D,B,2.293,belowground,3.5990228091567293,NA,NA
3748,P,Q,P,Q,D,B,1.86,belowground,2.6750142944730335,NA,NA
4091,Q,P,Q,Q,D,B,3.077,belowground,2.057131392040562,NA,NA
3488,Q,Q,Q,P,D,B,2.305,belowground,2.580501994337322,NA,NA
4010,Q,P,Q,Q,D,B,3.628,belowground,5.0002066670800005,4.03,12.755573031921621
3622,Q,Q,Q,P,D,B,6.475,belowground,8.118373736747474,4.95,19.244218498645978
3541,Q,Q,P,Q,D,B,2.495,belowground,2.214353373151191,NA,NA
3879,P,Q,Q,Q,D,B,0.836,belowground,1.0724919227616232,NA,NA
3525,Q,Q,Q,C,D,B,1.858,belowground,4.524910272042766,3.8,11.341149479459153
3048,Q,C,Q,Q,D,B,1.839,belowground,1.9836285228126012,3.98,12.441021067480941
3781,P,Q,P,P,D,B,3.438,belowground,3.265815198297063,NA,NA
