seedling_id,plate,column,row,morphotype,comb_column,comb_row
3551,102,8,C,D,1,A
3473,102,11,D,W,1,B
4163,103,1,B,D,1,C
3937,103,2,A,W,1,D
3937,103,2,B,W,1,E
3937,103,2,D,W,1,F
3591,103,3,B,D,1,G
3876,105,10,B,W,1,H
3562,106,1,G,H,2,A
4026,106,3,E,D,2,B
4026,106,3,F,D,2,C
3496,106,4,B,D,2,D
3496,106,4,C,D,2,E
3496,106,4,H,D,2,F
4258,106,5,G,W,2,G
4329,106,9,G,W,2,H
4293,106,10,G,W,3,A
4293,106,10,H,W,3,B
3077,110,1,G,D,3,C
3077,110,1,H,D,3,D
3828,111,4,D,W,3,E
